Year,Day,Month,Hour,Weather_Condition,Wind_Chill(F),Precipitation(in),Temperature(F),Humidity(%),Wind_Speed(mph),Visibility(mi),Selected
2019,28,09,19,Fair / Windy,59.0,0.0,59.0,64.0,30.0,10.0,No
2017,08,10,13,Clear,,,73.9,40.0,12.7,10.0,No
2020,23,06,14,Fair,72.0,0.0,72.0,57.0,10.0,10.0,No
2018,18,04,08,Overcast,,,52.0,69.0,11.5,10.0,No
2018,06,09,17,Partly Cloudy,,,63.0,75.0,15.0,10.0,No
2016,26,05,10,Partly Cloudy,,,62.1,65.0,4.6,10.0,No
2019,08,03,14,Scattered Clouds,,,55.0,53.0,20.7,10.0,No
2017,30,08,18,Partly Cloudy,,,64.0,70.0,16.1,10.0,No
2020,04,10,08,Fair,58.0,0.0,58.0,87.0,15.0,10.0,No
2020,26,11,05,Fair,38.0,0.0,41.0,76.0,5.0,10.0,No
2016,18,04,16,Mostly Cloudy,,,75.0,43.0,16.1,10.0,No
2017,01,08,13,Partly Cloudy,,,72.0,51.0,21.9,10.0,No
2018,27,03,16,Mostly Cloudy,,,66.9,44.0,19.6,10.0,No
2020,13,02,09,Cloudy,53.0,0.0,53.0,74.0,0.0,10.0,No
2019,03,03,09,Mostly Cloudy,,,55.9,84.0,4.6,9.0,No
2016,18,11,15,Partly Cloudy,,,66.9,36.0,10.4,10.0,No
2019,08,06,13,Fair,83.0,0.0,83.0,23.0,16.0,10.0,No
2019,10,10,08,Fair,62.0,0.0,62.0,30.0,7.0,10.0,No
2019,17,12,20,Mostly Cloudy,41.0,0.0,45.0,71.0,8.0,10.0,No
2017,07,04,13,Light Rain,,0.03,57.9,93.0,8.1,8.0,No
2017,08,06,07,Light Rain,,0.0,63.0,70.0,11.5,7.0,No
2019,21,10,17,Fair,78.0,0.0,78.0,35.0,15.0,10.0,No
2016,09,09,00,Partly Cloudy,,,57.0,83.0,11.5,10.0,No
2019,09,07,18,Mostly Cloudy,67.0,0.0,67.0,76.0,16.0,10.0,No
2020,24,01,20,Mostly Cloudy,57.0,0.0,57.0,87.0,3.0,10.0,No
2019,23,12,15,Fair,54.0,0.0,54.0,66.0,7.0,10.0,No
2017,09,04,07,Scattered Clouds,42.5,,44.1,93.0,3.5,10.0,No
2018,21,08,23,Overcast,,,61.0,81.0,9.2,10.0,No
2019,21,08,18,Fair,74.0,0.0,74.0,71.0,15.0,10.0,No
2017,22,03,03,Rain,,0.02,55.0,86.0,9.2,4.0,No
2018,09,10,07,Partly Cloudy,,,55.9,93.0,3.5,8.0,No
2019,08,01,16,Mostly Cloudy,,,57.0,81.0,8.1,10.0,No
2016,30,11,17,Mostly Cloudy,,,51.1,80.0,6.9,10.0,No
2020,20,12,21,Fair,50.0,0.0,50.0,77.0,3.0,10.0,No
2019,19,12,07,Mostly Cloudy,52.0,0.0,52.0,86.0,5.0,9.0,No
2017,30,04,21,Clear,,,61.0,75.0,10.4,10.0,No
2016,18,09,00,Clear,,,57.9,81.0,5.8,10.0,No
2018,13,02,18,Partly Cloudy,,,55.9,44.0,10.4,10.0,No
2020,22,02,09,Fair,59.0,0.0,59.0,72.0,0.0,10.0,No
2017,02,02,18,Overcast,,,59.0,90.0,9.2,10.0,No
2018,22,06,06,Partly Cloudy,,,55.9,90.0,,10.0,No
2019,20,12,13,Haze,57.0,0.0,57.0,74.0,6.0,6.0,No
2018,25,05,18,Mostly Cloudy,,,59.0,81.0,12.7,10.0,No
2020,24,01,10,Mostly Cloudy,56.0,0.0,56.0,84.0,6.0,8.0,No
2020,24,04,23,Fair,59.0,0.0,59.0,72.0,7.0,10.0,No
2018,10,01,06,Overcast,,,46.9,97.0,3.5,10.0,No
2017,02,12,14,Haze,,,55.9,75.0,5.8,5.0,No
2017,02,08,16,Scattered Clouds,,,77.0,45.0,18.4,10.0,No
2017,08,05,09,Partly Cloudy,,,57.0,69.0,3.5,8.0,No
2019,05,06,07,Partly Cloudy,61.0,0.0,61.0,67.0,9.0,10.0,No
2016,21,05,08,Mostly Cloudy,,,57.0,69.0,6.9,10.0,No
2017,24,05,09,Overcast,,,55.9,77.0,,10.0,No
2020,17,06,18,Fair,73.0,0.0,73.0,30.0,17.0,10.0,No
2019,24,05,19,Partly Cloudy,58.0,0.0,58.0,78.0,9.0,10.0,No
2017,09,11,14,Mostly Cloudy,,,66.9,54.0,10.4,10.0,No
2016,28,07,16,Partly Cloudy,,,66.9,59.0,20.7,10.0,No
2020,03,11,00,Fair,53.0,0.0,53.0,89.0,10.0,9.0,No
2019,23,04,09,Fair,64.0,0.0,64.0,65.0,5.0,10.0,No
2019,07,09,17,Mostly Cloudy / Windy,70.0,0.0,70.0,63.0,23.0,10.0,No
2017,14,07,10,Partly Cloudy,,,66.0,70.0,8.1,10.0,No
2018,26,02,09,Overcast,,0.0,48.0,96.0,6.9,8.0,No
2020,11,12,02,Fair,49.0,0.0,49.0,83.0,0.0,10.0,No
2020,10,06,15,Mostly Cloudy / Windy,73.0,0.0,73.0,48.0,21.0,10.0,No
2020,12,04,10,Cloudy,55.0,0.0,55.0,77.0,0.0,10.0,No
2016,02,11,09,Partly Cloudy,,,55.0,89.0,3.5,10.0,No
2017,05,05,05,Overcast,,,53.1,86.0,12.7,10.0,No
2019,06,03,04,Light Rain,,0.01,55.0,93.0,17.3,7.0,No
2019,07,09,14,Mostly Cloudy / Windy,71.0,0.0,71.0,59.0,21.0,10.0,No
2017,06,01,11,Mostly Cloudy,41.8,,45.0,48.0,5.8,10.0,No
2016,29,06,19,Overcast,,,59.0,72.0,15.0,10.0,No
2020,06,02,08,Fair,48.0,0.0,48.0,86.0,0.0,10.0,No
2018,25,02,12,Partly Cloudy,,,54.0,49.0,5.8,10.0,No
2018,12,09,05,Partly Cloudy,,,55.9,80.0,15.0,10.0,No
2018,28,12,18,Partly Cloudy,,,53.1,47.0,4.6,10.0,No
2016,25,11,20,Mostly Cloudy,,,55.0,72.0,10.4,10.0,No
2016,23,03,20,Scattered Clouds,,,59.0,67.0,12.7,10.0,No
2018,22,04,07,Partly Cloudy,,,54.0,90.0,3.5,8.0,No
2019,29,09,19,Fair,59.0,0.0,59.0,69.0,10.0,10.0,No
2020,10,12,23,Mostly Cloudy,52.0,0.0,52.0,80.0,15.0,10.0,No
2020,17,05,07,Rain,62.0,0.04,62.0,90.0,12.0,1.0,No
2019,19,12,11,Mostly Cloudy,55.0,0.0,55.0,86.0,5.0,9.0,No
2017,11,05,09,Overcast,,,60.1,64.0,10.4,10.0,No
2017,09,10,15,Clear,,,78.1,15.0,3.5,10.0,No
2020,14,05,21,Partly Cloudy,61.0,0.0,61.0,72.0,14.0,10.0,No
2018,20,11,20,Mostly Cloudy,,,57.0,69.0,,10.0,No
2020,06,07,19,Fair,63.0,0.0,63.0,65.0,18.0,10.0,No
2017,07,08,11,Mostly Cloudy,,,64.9,70.0,15.0,10.0,No
2017,25,09,12,Partly Cloudy,,,72.0,48.0,4.6,10.0,No
2016,25,08,16,Partly Cloudy,,,66.9,63.0,18.4,10.0,No
2019,31,07,13,Fair,69.0,0.0,69.0,68.0,9.0,10.0,No
2017,01,08,08,Partly Cloudy,,,60.1,86.0,3.5,10.0,No
2016,22,06,07,Partly Cloudy,,,55.9,80.0,10.4,10.0,No
2018,26,07,23,Overcast,,,57.9,90.0,12.7,10.0,No
2017,12,10,07,Haze,,,48.9,66.0,4.6,5.0,No
2019,12,09,05,Fair,62.0,0.0,62.0,62.0,3.0,10.0,No
2017,14,07,15,Partly Cloudy,,,71.1,59.0,13.8,10.0,No
2020,14,03,10,Rain,52.0,0.08,52.0,89.0,12.0,4.0,No
2017,29,08,07,Overcast,,,59.0,93.0,6.9,7.0,No
2017,01,06,16,Scattered Clouds,,,66.0,63.0,20.7,10.0,No
2017,06,02,21,Rain,,0.09,55.0,93.0,11.5,5.0,No
2019,24,09,14,Fair,89.0,0.0,89.0,26.0,16.0,10.0,No
2017,01,08,19,Partly Cloudy,,,60.1,78.0,19.6,10.0,No
2019,25,04,07,Fair,55.0,0.0,55.0,80.0,12.0,8.0,No
2020,13,01,08,Fair,45.0,0.0,48.0,100.0,7.0,7.0,No
2017,12,02,06,Clear,,,46.0,83.0,,10.0,No
2018,05,07,19,Mostly Cloudy,,,63.0,70.0,11.5,10.0,No
2018,18,04,13,Overcast,,,55.9,55.0,15.0,10.0,No
2018,26,07,21,Partly Cloudy,,,57.9,87.0,11.5,10.0,No
2018,14,03,18,Scattered Clouds,,,52.0,80.0,18.4,8.0,No
2020,26,02,08,Fair,58.0,0.0,58.0,75.0,0.0,10.0,No
2017,05,01,12,Partly Cloudy,,,50.0,57.0,5.8,10.0,No
2018,02,05,23,Partly Cloudy,,,53.1,77.0,12.7,10.0,No
2018,03,04,08,Partly Cloudy,,,55.0,80.0,4.6,7.0,No
2020,21,01,06,Cloudy,53.0,0.0,53.0,71.0,7.0,10.0,No
2016,07,11,20,Scattered Clouds,,,64.9,75.0,8.1,10.0,No
2017,10,03,17,Partly Cloudy,,,66.9,73.0,9.2,10.0,No
2016,01,06,16,Mostly Cloudy,,,69.1,57.0,17.3,10.0,No
2019,27,03,09,Mostly Cloudy,,0.0,57.9,78.0,24.2,9.0,No
2020,05,11,05,Shallow Fog,55.0,0.0,55.0,86.0,0.0,10.0,No
2020,26,06,22,Cloudy,60.0,0.0,60.0,86.0,13.0,10.0,No
2020,14,05,11,Cloudy,64.0,0.0,64.0,60.0,7.0,10.0,No
2017,03,05,08,Scattered Clouds,,,64.0,73.0,3.5,10.0,No
2018,21,05,13,Partly Cloudy,,,63.0,58.0,21.9,10.0,No
2020,11,12,22,Rain,57.0,0.05,57.0,83.0,8.0,4.0,No
2017,13,01,08,Partly Cloudy,,,44.1,85.0,,10.0,No
2020,28,03,18,Cloudy,53.0,0.0,53.0,74.0,7.0,10.0,No
2018,26,06,13,Clear,,,70.0,49.0,18.4,10.0,No
2018,02,12,02,Clear,43.5,,45.0,76.0,3.5,10.0,No
2019,19,12,17,Cloudy,56.0,0.0,56.0,80.0,3.0,10.0,No
2017,14,02,05,Partly Cloudy,,,48.9,80.0,,10.0,No
2019,23,05,08,Cloudy,58.0,0.0,58.0,78.0,7.0,9.0,No
2020,28,05,21,Fair,56.0,0.0,56.0,90.0,10.0,10.0,No
2017,06,05,17,Partly Cloudy,,,64.9,50.0,10.4,9.0,No
2019,10,12,18,Cloudy,57.0,0.0,57.0,72.0,15.0,9.0,No
2020,29,02,03,Mostly Cloudy,51.0,0.0,51.0,80.0,9.0,10.0,No
2018,22,08,06,Haze,,,61.0,83.0,10.4,6.0,No
2017,17,05,03,Overcast,,,53.1,83.0,17.3,10.0,No
2019,01,10,14,Fair,67.0,0.0,67.0,37.0,14.0,10.0,No
2019,19,02,10,Clear,,,48.9,52.0,4.6,10.0,No
2020,07,01,17,Partly Cloudy,54.0,0.0,54.0,72.0,8.0,10.0,No
2019,13,12,17,Cloudy,58.0,0.0,58.0,84.0,7.0,10.0,No
2016,04,04,12,Partly Cloudy,,,62.1,65.0,20.7,10.0,No
2019,16,03,09,Partly Cloudy,,,52.0,77.0,,10.0,No
2017,04,11,05,Heavy Rain,,0.12,57.9,87.0,3.5,2.0,No
2017,10,02,16,Mostly Cloudy,,,59.0,60.0,12.7,10.0,No
2018,12,09,09,Mostly Cloudy,,,62.1,67.0,13.8,10.0,No
2019,18,12,17,Mostly Cloudy,55.0,0.0,55.0,83.0,6.0,9.0,No
2017,23,06,20,Mostly Cloudy,,,61.0,90.0,15.0,10.0,No
2016,16,08,12,Partly Cloudy,,,66.9,63.0,17.3,10.0,No
2017,29,03,17,Mostly Cloudy,,,63.0,75.0,15.0,9.0,No
2019,03,10,18,Fair / Windy,58.0,0.0,58.0,67.0,21.0,10.0,No
2019,08,02,18,Overcast,,0.0,48.0,86.0,8.1,10.0,No
2020,05,02,10,Partly Cloudy,52.0,0.0,52.0,49.0,5.0,10.0,No
2020,15,04,12,Partly Cloudy,68.0,0.0,68.0,50.0,5.0,10.0,No
2016,26,05,14,Partly Cloudy,,,68.0,70.0,18.4,10.0,No
2018,10,01,14,Light Drizzle,,0.0,53.1,100.0,5.8,4.0,No
2017,24,09,05,Clear,,,54.0,66.0,3.5,10.0,No
2016,20,10,13,Partly Cloudy,,,72.0,53.0,8.1,10.0,No
2019,13,09,13,Fair,88.0,0.0,88.0,27.0,8.0,10.0,No
2019,29,08,14,Fair,77.0,0.0,77.0,54.0,16.0,10.0,No
2020,26,05,16,Fair,85.0,0.0,85.0,31.0,20.0,10.0,No
2017,18,11,15,Mostly Cloudy,,,60.1,47.0,11.5,10.0,No
2019,04,12,16,Cloudy,55.0,0.0,55.0,83.0,3.0,10.0,No
2016,25,07,12,Partly Cloudy,,,68.0,65.0,16.1,10.0,No
2020,19,02,00,Fair,52.0,0.0,52.0,83.0,6.0,10.0,No
2019,02,07,09,Fair,63.0,0.0,63.0,70.0,8.0,10.0,No
2020,15,05,13,Fair,69.0,0.0,69.0,57.0,17.0,10.0,No
2018,09,08,13,Partly Cloudy,,,75.2,47.0,9.2,10.0,No
2017,22,12,06,Scattered Clouds,,,41.0,76.0,,10.0,No
2017,03,05,18,Partly Cloudy,,,73.9,55.0,12.7,10.0,No
2018,23,08,09,Overcast,,,61.0,72.0,5.8,8.0,No
2016,05,05,13,Mostly Cloudy,,,66.9,59.0,15.0,10.0,No
2018,02,10,17,Mostly Cloudy,,,70.0,68.0,10.4,10.0,No
2020,07,11,04,Mostly Cloudy,52.0,0.0,52.0,71.0,6.0,10.0,No
2017,11,07,08,Partly Cloudy,,,62.1,67.0,10.4,9.0,No
2018,29,03,02,Clear,,,53.1,96.0,,10.0,No
2016,22,09,23,Partly Cloudy,,,61.0,75.0,4.6,10.0,No
2016,25,03,15,Partly Cloudy,,,66.0,54.0,17.3,10.0,No
2018,04,07,02,Mostly Cloudy,,,60.1,80.0,11.5,10.0,No
2017,14,08,17,Overcast,,,62.1,72.0,16.1,10.0,No
2019,12,12,16,Mostly Cloudy,61.0,0.0,61.0,87.0,3.0,10.0,No
2017,12,01,17,Mostly Cloudy,,,50.0,77.0,,10.0,No
2019,12,06,14,Partly Cloudy,84.0,0.0,84.0,43.0,12.0,10.0,No
2017,10,02,19,Scattered Clouds,,,55.9,80.0,12.7,10.0,No
2018,06,06,08,Overcast,,,57.9,70.0,18.4,10.0,No
2018,19,11,12,Haze,,,60.8,45.0,4.6,2.0,No
2020,05,04,16,Cloudy,55.0,0.0,55.0,67.0,8.0,10.0,No
2018,25,05,14,Mostly Cloudy,,,64.0,60.0,13.8,10.0,No
2017,10,09,23,Scattered Clouds,,,75.9,48.0,3.5,10.0,No
2017,04,04,15,Mostly Cloudy,,,70.0,33.0,6.9,10.0,No
2020,24,09,16,Fair,75.0,0.0,75.0,57.0,20.0,10.0,No
2017,20,11,18,Overcast,,,61.0,70.0,3.5,10.0,No
2019,31,12,14,Partly Cloudy,56.0,0.0,56.0,77.0,5.0,10.0,No
2020,26,05,10,Fair,72.0,0.0,72.0,61.0,6.0,10.0,No
2017,01,03,16,Clear,,,59.0,48.0,17.3,10.0,No
2020,31,01,11,Fog,56.0,0.0,56.0,87.0,7.0,2.0,No
2017,20,02,09,Light Rain,,0.02,57.9,84.0,10.4,4.0,No
2018,05,08,03,Partly Cloudy,,,55.9,84.0,13.8,10.0,No
2016,22,11,19,Mostly Cloudy,,,55.9,75.0,9.2,10.0,No
2017,23,02,21,Partly Cloudy,,,46.9,71.0,3.5,10.0,No
2019,07,01,18,Overcast,,,54.0,83.0,6.9,10.0,No
2018,19,07,16,Partly Cloudy,,,66.9,70.0,18.4,10.0,No
2018,24,10,11,Partly Cloudy,,,61.0,75.0,5.8,10.0,No
2019,27,08,18,Fair,64.0,0.0,64.0,75.0,20.0,10.0,No
2018,07,05,04,Partly Cloudy,,,54.0,75.0,4.6,10.0,No
2018,01,05,14,Mostly Cloudy,,,64.9,50.0,19.6,10.0,No
2018,21,07,18,Partly Cloudy,,,66.0,81.0,18.4,10.0,No
2017,14,06,10,Clear,,,68.0,49.0,11.5,10.0,No
2017,27,10,17,Partly Cloudy,,,66.9,54.0,16.1,10.0,No
2020,19,09,03,Mostly Cloudy,64.0,0.0,64.0,80.0,12.0,10.0,No
2020,15,05,17,Partly Cloudy / Windy,64.0,0.0,64.0,54.0,25.0,10.0,No
2019,20,12,16,Haze,56.0,0.0,56.0,77.0,6.0,6.0,No
2020,11,03,07,Mostly Cloudy,58.0,0.0,58.0,72.0,6.0,10.0,No
2018,27,12,10,Partly Cloudy,,,57.0,47.0,11.5,10.0,No
2016,03,08,10,Partly Cloudy,,,63.0,70.0,9.2,10.0,No
2018,14,09,15,Scattered Clouds,,,70.0,53.0,15.0,10.0,No
2020,01,07,12,Fair,68.0,0.0,68.0,65.0,7.0,9.0,No
2016,28,04,14,Partly Cloudy,,,66.9,54.0,16.1,10.0,No
2019,28,10,15,Fair,71.0,0.0,71.0,16.0,9.0,10.0,No
2020,25,01,15,Mostly Cloudy,61.0,0.0,61.0,75.0,7.0,10.0,No
2019,10,10,06,Fair,61.0,0.0,61.0,30.0,3.0,10.0,No
2020,09,04,18,Mostly Cloudy,61.0,0.0,61.0,64.0,9.0,10.0,No
2017,09,02,19,Overcast,,0.04,57.9,90.0,4.6,9.0,No
2016,08,07,17,Scattered Clouds,,,66.9,66.0,15.0,10.0,No
2019,19,03,07,Mostly Cloudy,,,53.1,83.0,3.5,8.0,No
2016,29,06,17,Mostly Cloudy,,,61.0,67.0,16.1,10.0,No
2018,02,03,08,Mostly Cloudy,,,48.0,89.0,6.9,10.0,No
2018,06,06,09,Overcast,,,59.0,67.0,19.6,10.0,No
2016,08,12,12,Overcast,,0.0,57.9,90.0,13.8,8.0,No
2019,01,03,18,Overcast,,,55.9,67.0,8.1,10.0,No
2018,24,09,18,Partly Cloudy,,,57.9,78.0,17.3,10.0,No
2019,20,09,14,Fair,82.0,0.0,82.0,30.0,12.0,10.0,No
2017,03,02,22,Light Rain,,0.06,55.9,87.0,4.6,7.0,No
2018,05,11,17,Partly Cloudy,,,59.0,62.0,18.4,10.0,No
2020,17,01,15,Mostly Cloudy,53.0,0.0,53.0,66.0,7.0,10.0,No
2019,21,10,11,Fair,67.0,0.0,67.0,63.0,3.0,10.0,No
2020,12,12,08,Mostly Cloudy,58.0,0.0,58.0,90.0,3.0,10.0,No
2018,01,02,19,Scattered Clouds,,,55.9,72.0,,10.0,No
2017,27,02,20,Partly Cloudy,,,48.9,66.0,17.3,10.0,No
2016,20,07,19,Partly Cloudy,,,61.0,70.0,21.9,10.0,No
2017,29,03,22,Partly Cloudy,,,57.9,90.0,13.8,10.0,No
2018,03,11,20,Scattered Clouds,,,59.0,69.0,8.1,10.0,No
2020,13,11,19,Cloudy,60.0,0.01,60.0,78.0,12.0,10.0,No
2020,15,11,10,Fair,56.0,0.0,56.0,75.0,5.0,10.0,No
2017,24,09,15,Mostly Cloudy,,,75.9,43.0,15.0,10.0,No
2018,27,07,15,Partly Cloudy,,,64.0,73.0,18.4,10.0,No
2019,19,02,16,Scattered Clouds,,,53.1,57.0,12.7,10.0,No
2019,10,01,18,Scattered Clouds,,,54.0,86.0,6.9,9.0,No
2016,09,05,19,Scattered Clouds,,,55.0,93.0,18.4,10.0,No
2019,29,04,11,Fair,64.0,0.0,64.0,54.0,5.0,10.0,No
2017,31,01,03,Partly Cloudy,,,44.1,93.0,,8.0,No
2020,21,07,06,Mostly Cloudy,61.0,0.0,61.0,75.0,3.0,10.0,No
2020,28,03,15,Cloudy,55.0,0.0,55.0,74.0,5.0,10.0,No
2019,09,08,01,Partly Cloudy,61.0,0.0,61.0,78.0,0.0,10.0,No
2020,14,10,20,Fair,72.0,0.0,72.0,68.0,0.0,10.0,No
2018,24,12,02,Overcast,,,52.0,83.0,,10.0,No
2018,27,05,10,Scattered Clouds,,,64.0,67.0,5.8,10.0,No
2019,13,06,17,Partly Cloudy,66.0,0.0,66.0,65.0,15.0,10.0,No
2018,13,05,11,Partly Cloudy,,,64.0,60.0,11.5,10.0,No
2017,16,10,14,Partly Cloudy,,,78.1,24.0,3.5,10.0,No
2020,16,06,08,Fair,64.0,0.0,64.0,56.0,8.0,10.0,No
2019,29,12,21,Heavy Rain,52.0,0.1,52.0,89.0,14.0,5.0,No
2019,16,12,14,Partly Cloudy,55.0,0.0,55.0,51.0,0.0,10.0,No
2018,10,01,13,Light Drizzle,,0.0,52.0,100.0,6.9,2.0,No
2018,16,02,09,Clear,,,53.1,66.0,3.5,10.0,No
2019,10,12,18,Light Rain,55.0,0.02,55.0,80.0,9.0,7.0,No
2019,01,02,15,Light Rain,,0.0,57.0,74.0,9.2,10.0,No
2020,15,11,08,Fair,54.0,0.0,54.0,77.0,0.0,10.0,No
2020,06,01,14,Fair,56.0,0.0,56.0,57.0,6.0,10.0,No
2016,12,10,04,Overcast,,,55.0,89.0,6.9,9.0,No
2019,04,05,13,Fair,63.0,0.0,63.0,58.0,13.0,10.0,No
2017,23,07,15,Partly Cloudy,,,68.0,59.0,23.0,10.0,No
2016,06,06,00,Partly Cloudy,,,54.0,90.0,15.0,10.0,No
2017,31,01,15,Mostly Cloudy,,,57.0,74.0,,7.0,No
2020,03,09,16,Fair / Windy,64.0,0.0,64.0,70.0,24.0,10.0,No
2020,12,12,09,Mostly Cloudy,58.0,0.0,58.0,87.0,12.0,9.0,No
2018,24,05,07,Overcast,,,55.9,72.0,8.1,10.0,No
2018,28,02,08,Mostly Cloudy,39.3,,46.0,73.0,16.1,10.0,No
2019,27,01,06,Scattered Clouds,42.6,,45.0,86.0,4.6,10.0,No
2019,22,07,18,Fair,67.0,0.0,67.0,66.0,12.0,10.0,No
2020,18,12,16,Fair,59.0,0.0,59.0,46.0,8.0,10.0,No
2018,07,11,15,Clear,,,70.0,38.0,15.0,10.0,No
2020,01,02,21,Mostly Cloudy,53.0,0.0,53.0,89.0,16.0,8.0,No
2020,31,12,04,Fair,51.0,0.0,51.0,74.0,9.0,9.0,No
2019,04,02,05,Mostly Cloudy,,0.04,50.0,77.0,18.4,10.0,No
2020,25,02,20,Fair,64.0,0.0,64.0,40.0,0.0,10.0,No
2018,03,11,23,Partly Cloudy,,,55.0,86.0,,10.0,No
2018,08,01,12,Light Rain,,0.08,53.1,93.0,4.6,3.0,No
2016,10,04,06,Light Drizzle,,,57.0,83.0,9.2,7.0,No
2020,23,01,14,Cloudy,56.0,0.0,56.0,77.0,3.0,10.0,No
2019,04,10,17,Fair,70.0,0.0,70.0,39.0,16.0,10.0,No
2019,02,11,17,Fair,70.0,0.0,70.0,32.0,6.0,10.0,No
2019,05,11,12,Fair,67.0,0.0,67.0,51.0,7.0,10.0,No
2020,05,05,14,Fair,67.0,0.0,67.0,61.0,18.0,10.0,No
2020,07,11,22,Mostly Cloudy,57.0,0.0,57.0,62.0,16.0,10.0,No
2016,26,03,01,Clear,,,52.0,83.0,3.5,10.0,No
2020,12,06,17,Mostly Cloudy / Windy,67.0,0.0,67.0,61.0,23.0,10.0,No
2019,31,12,17,Partly Cloudy,54.0,0.0,54.0,69.0,6.0,10.0,No
2020,09,03,12,Mostly Cloudy,61.0,0.0,61.0,56.0,3.0,10.0,No
2018,27,09,23,Mostly Cloudy,,,55.9,93.0,6.9,10.0,No
2020,09,11,21,Fair,45.0,0.0,48.0,50.0,6.0,10.0,No
2020,24,11,14,Fair,65.0,0.0,65.0,42.0,6.0,10.0,No
2020,11,05,07,Fair,60.0,0.0,60.0,67.0,13.0,10.0,No
2020,06,02,14,Fair,64.0,0.0,64.0,41.0,7.0,10.0,No
2016,01,09,17,Mostly Cloudy,,,64.0,75.0,12.7,10.0,No
2020,17,03,02,Mostly Cloudy,46.0,0.0,48.0,71.0,5.0,10.0,No
2018,31,08,07,Overcast,,,55.9,93.0,9.2,10.0,No
2019,04,07,19,Fair,59.0,0.0,59.0,75.0,18.0,10.0,No
2016,08,06,13,Mostly Cloudy,,,66.0,59.0,21.9,10.0,No
2017,06,03,07,Light Rain,41.4,0.03,46.0,100.0,9.2,10.0,No
2019,25,12,07,Mostly Cloudy,43.0,0.0,47.0,86.0,9.0,10.0,No
2018,06,09,19,Partly Cloudy,,,61.0,81.0,12.7,10.0,No
2017,12,04,16,Mostly Cloudy,,,63.0,52.0,11.5,10.0,No
2020,01,04,16,Fair / Windy,58.0,0.0,58.0,49.0,28.0,10.0,No
2020,27,03,22,Mostly Cloudy,52.0,0.0,52.0,80.0,8.0,10.0,No
2020,11,01,18,Fair,45.0,0.0,49.0,74.0,9.0,10.0,No
2016,09,06,12,Overcast,,,64.0,65.0,13.8,10.0,No
2019,19,06,03,Cloudy,60.0,0.0,60.0,83.0,7.0,10.0,No
2018,19,01,15,Scattered Clouds,,,54.0,69.0,10.4,10.0,No
2020,21,02,17,Cloudy,68.0,0.0,68.0,40.0,9.0,9.0,No
2020,01,04,18,Fair / Windy,55.0,0.0,55.0,57.0,22.0,10.0,No
2019,07,11,19,Mostly Cloudy,53.0,0.0,53.0,83.0,14.0,5.0,No
2017,18,12,16,Partly Cloudy,,,55.0,59.0,4.6,10.0,No
2019,05,12,17,Cloudy,59.0,0.0,59.0,75.0,3.0,10.0,No
2020,10,10,21,Mostly Cloudy,64.0,0.0,64.0,84.0,16.0,10.0,No
2020,28,12,17,Partly Cloudy,54.0,0.0,54.0,66.0,6.0,10.0,No
2019,30,01,17,Mostly Cloudy,,,59.0,69.0,,10.0,No
2016,06,04,05,Clear,,,61.0,58.0,8.1,10.0,No
2018,20,07,16,Partly Cloudy,,,73.0,61.0,17.3,10.0,No
2019,10,03,06,Overcast,,,46.9,86.0,12.7,9.0,No
2019,09,09,07,Mostly Cloudy,59.0,0.0,59.0,87.0,14.0,10.0,No
2019,16,12,19,Partly Cloudy,53.0,0.0,53.0,52.0,10.0,10.0,No
2019,20,10,17,Fair,67.0,0.0,67.0,54.0,9.0,10.0,No
2017,15,02,05,Mostly Cloudy,,,53.1,89.0,4.6,10.0,No
2016,05,12,21,Mostly Cloudy,,,51.1,71.0,9.2,10.0,No
2016,22,12,18,Scattered Clouds,,,48.9,86.0,10.4,10.0,No
2020,13,02,12,Mostly Cloudy,58.0,0.0,58.0,62.0,6.0,10.0,No
2017,29,09,11,Mostly Cloudy,,,64.0,75.0,10.4,10.0,No
2018,26,07,14,Scattered Clouds,,,64.0,67.0,24.2,10.0,No
2019,20,09,06,Fair,61.0,0.0,61.0,64.0,0.0,10.0,No
2019,07,12,13,Rain / Windy,62.0,0.02,62.0,78.0,23.0,5.0,No
2019,16,08,13,Fair,79.0,0.0,79.0,47.0,15.0,10.0,No
2020,13,11,06,Mostly Cloudy,50.0,0.0,50.0,77.0,6.0,10.0,No
2020,07,03,02,Cloudy,50.0,0.0,50.0,83.0,3.0,10.0,No
2020,25,01,13,Haze,60.0,0.0,60.0,83.0,0.0,6.0,No
2019,11,12,23,Cloudy,62.0,0.0,62.0,84.0,8.0,9.0,No
2020,30,12,14,Partly Cloudy,55.0,0.0,55.0,69.0,3.0,10.0,No
2016,26,03,02,Clear,,,52.0,83.0,3.5,10.0,No
2017,13,01,12,Clear,,,52.0,66.0,8.1,10.0,No
2020,22,06,09,Fair,66.0,0.0,66.0,70.0,6.0,10.0,No
2017,16,11,03,Light Rain,,0.07,55.9,100.0,9.2,5.0,No
2020,20,12,10,Fair,51.0,0.0,51.0,74.0,5.0,10.0,No
2019,13,02,13,Overcast,,0.03,62.1,75.0,28.8,8.0,No
2018,18,01,17,Light Rain,,0.0,55.0,89.0,6.9,3.0,No
2019,12,03,18,Partly Cloudy,,,53.1,64.0,24.2,10.0,No
2018,17,11,18,Haze,,,53.1,77.0,9.2,3.0,No
2017,26,01,20,Clear,,,48.9,80.0,5.8,8.0,No
