order_date,pages_visited,order_id,customer_id,tshirt_category,tshirt_price,tshirt_quantity
2016/08/01,15,HTS-f624hq-0001,f624hq,White T-Shirt F,18.0,1
2014/12/20,6,HTS-855666-0001,855666,Tennis Shirt,24.0,2
2016/09/30,14,HTS-c9a17a-0001,c9a17a,White T-Shirt M,20.0,1
2015/05/11,11,HTS-327970-0002,327970,Hoodie,23.0,1
2016/06/26,11,HTS-517744-0003,517744,White T-Shirt M,20.0,2
2015/09/29,13,HTS-uyo56q-0001,uyo56q,Black T-Shirt M,19.0,17
2015/11/08,7,HTS-lw0bk5-0001,lw0bk5,Black T-Shirt M,19.0,2
2016/08/28,8,HTS-937778-0001,937778,Black T-Shirt M,19.0,1
2016/08/07,7,HTS-909221-0001,909221,Black T-Shirt M,19.0,1
2015/06/09,11,HTS-019607-0003,019607,White T-Shirt M,20.0,16
2017/03/19,2,HTS-554203-0006,554203,Black T-Shirt F,17.5,2
2014/04/05,9,HTS-177629-0001,177629,White T-Shirt F,18.0,1
2015/06/04,10,HTS-295460-0001,295460,Black T-Shirt M,19.0,1
2014/11/17,13,HTS-246805-0003,246805,Black T-Shirt F,17.5,1
2015/07/25,8,HTS-72oo2q-0001,72oo2q,Hoodie,23.0,19
2014/09/23,10,HTS-368240-0002,368240,White T-Shirt M,20.0,2
2015/06/18,8,HTS-296958-0002,296958,White T-Shirt M,20.0,1
2016/07/23,13,HTS-885508-0003,885508,Black T-Shirt M,19.0,1
2015/08/20,11,HTS-672641-0004,672641,White T-Shirt M,20.0,1
2015/11/11,13,HTS-kc5k7h-0001,kc5k7h,Black T-Shirt M,19.0,6
2016/12/22,13,HTS-fzpzqy-0002,fzpzqy,Hoodie,23.0,1
2016/02/28,16,HTS-179914-0003,179914,Hoodie,23.0,1
2016/05/28,11,HTS-341277-0001,341277,Hoodie,23.0,1
2015/02/07,15,HTS-433886-0001,433886,Black T-Shirt F,17.5,1
2013/09/23,19,HTS-710822-0001,710822,Bl Tshirt F,17.5,1
2017/02/06,12,HTS-474660-0002,474660,White T-Shirt M,20.0,2
2013/10/27,6,HTS-225598-0001,225598,Bl Tshirt F,17.5,3
2015/12/18,16,HTS-919862-0002,919862,White T-Shirt F,18.0,2
2016/06/18,8,HTS-361486-0005,361486,White T-Shirt M,20.0,6
2016/10/23,10,HTS-789469-0002,789469,White T-Shirt F,18.0,1
2016/03/27,12,HTS-611736-0003,611736,Black T-Shirt M,19.0,5
2016/06/28,10,HTS-479670-0007,479670,Hoodie,23.0,3
2016/10/12,11,HTS-670684-0005,670684,White T-Shirt M,20.0,1
2016/05/14,13,HTS-67arwo-0001,67arwo,White T-Shirt M,20.0,1
2014/05/05,6,HTS-765374-0002,765374,White T-Shirt M,20.0,19
2014/11/29,14,HTS-589952-0001,589952,White T-Shirt F,18.0,2
2015/10/30,10,HTS-665949-0002,665949,Hoodie,23.0,1
2015/02/25,7,HTS-028315-0003,028315,Tennis Shirt,24.0,23
2014/08/09,10,HTS-969379-0002,969379,Hoodie,23.0,2
2014/09/02,6,HTS-695667-0002,695667,Black T-Shirt M,19.0,2
2013/10/18,8,HTS-681985-0001,681985,Bl Tshirt M,19.0,1
2015/04/12,16,HTS-492469-0002,492469,Hoodie,23.0,1
2016/08/10,9,HTS-25aoz7-0001,25aoz7,White T-Shirt M,20.0,1
2016/12/24,9,HTS-637104-0004,637104,White T-Shirt M,20.0,2
2015/09/22,13,HTS-dwsw0n-0001,dwsw0n,White T-Shirt M,20.0,2
2016/06/23,14,HTS-100956-0001,100956,Hoodie,23.0,2
2016/11/06,10,HTS-18h72u-0001,18h72u,Black T-Shirt F,17.5,1
2015/06/15,12,HTS-882589-0003,882589,Black T-Shirt F,17.5,4
2015/02/10,12,HTS-059385-0003,059385,White T-Shirt F,18.0,2
2016/05/24,12,HTS-552091-0001,552091,White T-Shirt F,18.0,1
2016/02/28,10,HTS-458802-0002,458802,Black T-Shirt M,19.0,1
2017/01/22,8,HTS-332132-0005,332132,Black T-Shirt M,19.0,2
2017/01/28,9,HTS-504073-0005,504073,Black T-Shirt M,19.0,3
2016/01/01,6,HTS-052860-0002,052860,White T-Shirt M,20.0,1
2013/08/11,11,HTS-386010-0001,386010,Bl Tshirt M,19.0,1
2016/09/03,15,HTS-75v2ci-0001,75v2ci,White T-Shirt F,18.0,1
2016/09/02,11,HTS-459652-0006,459652,Black T-Shirt M,19.0,2
2015/03/22,7,HTS-085677-0002,085677,Hoodie,23.0,1
2017/02/01,9,HTS-vmboe9-0002,vmboe9,White T-Shirt M,20.0,1
2016/08/09,10,HTS-566470-0003,566470,Tennis Shirt,24.0,15
2016/09/11,6,HTS-cobf5d-0002,cobf5d,Black T-Shirt M,19.0,2
2014/10/23,12,HTS-122700-0001,122700,Hoodie,23.0,1
2016/03/18,12,HTS-yqpwhc-0002,yqpwhc,Hoodie,23.0,1
2016/06/24,18,HTS-024774-0001,024774,Black T-Shirt F,17.5,1
2015/10/17,11,HTS-2zl5jv-0001,2zl5jv,Hoodie,23.0,1
2015/09/21,8,HTS-332848-0002,332848,Hoodie,23.0,1
2014/10/15,10,HTS-878334-0001,878334,Hoodie,23.0,3
2016/07/12,10,HTS-824821-0001,824821,White T-Shirt M,20.0,1
2014/01/08,12,HTS-909297-0001,909297,Black T-Shirt F,17.5,1
2016/03/28,10,HTS-yukuod-0001,yukuod,White T-Shirt M,20.0,1
2016/11/23,14,HTS-691149-0002,691149,Hoodie,23.0,1
2017/02/19,12,HTS-598776-0004,598776,White T-Shirt F,18.0,1
2014/10/21,13,HTS-658604-0001,658604,Hoodie,23.0,1
2015/05/26,10,HTS-657578-0003,657578,Hoodie,23.0,1
2016/09/26,18,HTS-855269-0001,855269,White T-Shirt M,20.0,1
2015/10/03,10,HTS-087878-0004,087878,Black T-Shirt M,19.0,2
2015/10/04,13,HTS-yesy7g-0001,yesy7g,White T-Shirt F,18.0,1
2014/06/02,9,HTS-546510-0001,546510,White T-Shirt M,20.0,1
2013/11/29,11,HTS-750228-0001,750228,Wh Tshirt M,20.0,1
2016/03/28,7,HTS-847108-0004,847108,Black T-Shirt M,19.0,1
2014/12/26,11,HTS-004901-0001,004901,White T-Shirt M,20.0,2
2016/01/23,12,HTS-cdbfdg-0001,cdbfdg,Tennis Shirt,24.0,1
2016/04/09,9,HTS-839170-0003,839170,Black T-Shirt F,17.5,2
2014/08/25,11,HTS-459460-0001,459460,Hoodie,23.0,3
2014/08/06,11,HTS-189920-0001,189920,Tennis Shirt,24.0,1
2016/03/20,9,HTS-581066-0003,581066,Hoodie,23.0,2
2013/12/16,10,HTS-051399-0001,051399,Wh Tshirt F,18.0,5
2015/08/11,11,HTS-4s0puy-0001,4s0puy,Black T-Shirt M,19.0,1
2014/08/22,17,HTS-553303-0003,553303,Hoodie,23.0,4
2014/10/22,13,HTS-770117-0001,770117,Black T-Shirt F,17.5,2
2015/05/26,14,HTS-842191-0003,842191,Black T-Shirt F,17.5,1
2014/03/31,12,HTS-194288-0002,194288,Tennis Shirt,24.0,1
2015/07/11,10,HTS-839037-0002,839037,White T-Shirt M,20.0,1
2015/12/03,15,HTS-359004-0002,359004,White T-Shirt M,20.0,2
2014/08/27,10,HTS-380182-0001,380182,Hoodie,23.0,1
2014/11/22,11,HTS-086618-0004,086618,Black T-Shirt M,19.0,4
2015/04/10,14,HTS-627880-0002,627880,Hoodie,23.0,2
2016/08/30,7,HTS-378981-0004,378981,White T-Shirt F,18.0,2
2016/10/15,7,HTS-l3jw2e-0003,l3jw2e,White T-Shirt F,18.0,1
2016/06/23,16,HTS-956653-0001,956653,Hoodie,23.0,1
2016/09/15,10,HTS-661692-0004,661692,Black T-Shirt M,19.0,3
2016/09/28,11,HTS-917561-0001,917561,Black T-Shirt M,19.0,2
2016/01/17,18,HTS-065097-0003,065097,White T-Shirt F,18.0,2
2013/11/03,8,HTS-324835-0001,324835,Wh Tshirt M,20.0,1
2014/12/12,13,HTS-234080-0002,234080,Black T-Shirt F,17.5,1
2016/01/04,6,HTS-327857-0005,327857,Black T-Shirt M,19.0,2
2013/06/25,15,HTS-991853-0001,991853,Bl Tshirt M,19.0,4
2015/07/01,11,HTS-083761-0003,083761,Tennis Shirt,24.0,4
2015/09/21,15,HTS-pwnd9k-0001,pwnd9k,Hoodie,23.0,4
2014/10/11,15,HTS-161582-0001,161582,Hoodie,23.0,2
2016/11/14,11,HTS-206839-0001,206839,Hoodie,23.0,1
2015/06/11,9,HTS-641193-0001,641193,White T-Shirt M,20.0,1
2016/06/12,10,HTS-sgwuna-0002,sgwuna,Hoodie,23.0,3
2017/02/05,11,HTS-297527-0003,297527,White T-Shirt M,20.0,1
2015/03/06,14,HTS-676104-0002,676104,Hoodie,23.0,3
2013/08/27,13,HTS-780180-0001,780180,Wh Tshirt F,18.0,1
2016/10/10,8,HTS-477414-0002,477414,Black T-Shirt F,17.5,3
2015/03/30,13,HTS-767520-0001,767520,Black T-Shirt M,19.0,1
2015/10/04,13,HTS-iwwqa6-0001,iwwqa6,Hoodie,23.0,1
2014/09/25,9,HTS-197980-0002,197980,Black T-Shirt M,19.0,3
2016/04/11,9,HTS-685960-0003,685960,White T-Shirt F,18.0,1
2016/10/11,11,HTS-656559-0002,656559,White T-Shirt M,20.0,3
2015/07/16,6,HTS-436635-0002,436635,Black T-Shirt M,19.0,1
2016/09/14,11,HTS-xb486l-0003,xb486l,Hoodie,23.0,3
2014/06/26,15,HTS-754881-0001,754881,Black T-Shirt F,17.5,3
2013/09/24,13,HTS-436392-0001,436392,Bl Tshirt M,19.0,6
2013/11/11,10,HTS-887453-0001,887453,Bl Tshirt M,19.0,17
2017/02/18,8,HTS-043492-0004,043492,Black T-Shirt M,19.0,1
2016/12/16,9,HTS-lj9q1g-0002,lj9q1g,Hoodie,23.0,1
2016/09/30,8,HTS-157425-0003,157425,Hoodie,23.0,3
2016/11/08,11,HTS-x6qc1d-0002,x6qc1d,White T-Shirt M,20.0,1
2017/02/25,5,HTS-916471-0001,916471,Black T-Shirt M,19.0,1
2016/05/02,19,HTS-0dw77z-0002,0dw77z,Black T-Shirt M,19.0,3
2015/12/30,20,HTS-hrpgc0-0001,hrpgc0,White T-Shirt F,18.0,5
2016/12/27,9,HTS-380538-0004,380538,Hoodie,23.0,2
2015/05/17,8,HTS-362544-0003,362544,Tennis Shirt,24.0,2
2017/01/23,12,HTS-jbc2c7-0001,jbc2c7,Black T-Shirt M,19.0,2
2015/11/01,10,HTS-olpkr2-0001,olpkr2,Hoodie,23.0,2
2016/08/08,7,HTS-994126-0003,994126,White T-Shirt M,20.0,1
2015/10/23,7,HTS-022916-0001,022916,Hoodie,23.0,1
2015/07/17,14,HTS-594313-0002,594313,Hoodie,23.0,2
2014/01/04,10,HTS-226097-0001,226097,Tennis Shirt,24.0,1
2015/08/21,9,HTS-871949-0001,871949,Hoodie,23.0,1
2015/10/05,18,HTS-6n8nx0-0001,6n8nx0,White T-Shirt F,18.0,3
2017/01/11,3,HTS-463199-0007,463199,White T-Shirt F,18.0,1
2014/07/30,8,HTS-388181-0001,388181,Black T-Shirt M,19.0,1
2016/04/11,13,HTS-450838-0003,450838,White T-Shirt M,20.0,1
2015/10/06,11,HTS-1ckcs3-0001,1ckcs3,Black T-Shirt F,17.5,1
2015/12/01,8,HTS-823834-0002,823834,Black T-Shirt M,19.0,4
2014/04/20,14,HTS-253896-0002,253896,Hoodie,23.0,1
2017/02/25,5,HTS-039772-0006,039772,Tennis Shirt,24.0,2
2016/04/11,13,HTS-006555-0002,006555,Black T-Shirt F,17.5,3
2015/09/25,11,HTS-235709-0003,235709,White T-Shirt M,20.0,1
2015/06/03,13,HTS-754349-0002,754349,White T-Shirt M,20.0,1
2015/02/02,13,HTS-981729-0001,981729,White T-Shirt M,20.0,1
2016/05/03,10,HTS-564918-0004,564918,Hoodie,23.0,2
2016/10/25,6,HTS-929474-0007,929474,White T-Shirt M,20.0,3
2017/02/18,11,HTS-095834-0005,095834,White T-Shirt M,20.0,3
2015/12/25,3,HTS-307845-0006,307845,Black T-Shirt M,19.0,2
2015/08/26,10,HTS-763390-0004,763390,Hoodie,23.0,2
2015/02/07,15,HTS-965362-0001,965362,White T-Shirt F,18.0,2
2016/12/25,7,HTS-8s4917-0001,8s4917,Hoodie,23.0,3
2013/09/08,17,HTS-033837-0001,033837,Wh Tshirt M,20.0,2
2015/02/26,9,HTS-949381-0001,949381,White T-Shirt M,20.0,1
2015/12/12,6,HTS-555007-0004,555007,White T-Shirt M,20.0,2
2016/01/26,11,HTS-90kvx6-0002,90kvx6,White T-Shirt F,18.0,6
2015/07/26,11,HTS-zk9olq-0001,zk9olq,White T-Shirt M,20.0,1
2016/12/01,10,HTS-011451-0003,011451,Hoodie,23.0,2
2017/01/27,11,HTS-cl1x4t-0001,cl1x4t,White T-Shirt F,18.0,1
2016/04/25,2,HTS-513913-0008,513913,Black T-Shirt F,17.5,5
2017/02/07,6,HTS-229727-0002,229727,Black T-Shirt M,19.0,2
2013/09/26,11,HTS-654465-0001,654465,Wh Tshirt M,20.0,3
2014/10/01,11,HTS-562626-0001,562626,White T-Shirt M,20.0,1
2013/09/23,18,HTS-980703-0001,980703,Wh Tshirt F,18.0,1
2017/01/26,13,HTS-8s2p9o-0002,8s2p9o,White T-Shirt M,20.0,1
2017/02/20,12,HTS-06uula-0002,06uula,White T-Shirt F,18.0,12
2015/11/18,10,HTS-824401-0003,824401,Tennis Shirt,24.0,19
2016/10/02,11,HTS-966949-0001,966949,Hoodie,23.0,1
2013/09/14,13,HTS-495783-0002,495783,Bl Tshirt M,19.0,2
2015/01/08,9,HTS-865779-0002,865779,Hoodie,23.0,16
2015/11/12,12,HTS-881591-0003,881591,Tennis Shirt,24.0,1
2015/08/07,12,HTS-nb9tos-0001,nb9tos,White T-Shirt M,20.0,1
2015/08/05,14,HTS-x8fup1-0001,x8fup1,Black T-Shirt M,19.0,8
2014/10/21,9,HTS-141973-0003,141973,Black T-Shirt M,19.0,2
2016/12/09,12,HTS-e3aymf-0002,e3aymf,Hoodie,23.0,1
2014/06/07,13,HTS-212264-0002,212264,White T-Shirt M,20.0,2
2016/05/07,13,HTS-997668-0003,997668,Black T-Shirt F,17.5,1
2016/03/13,10,HTS-508421-0004,508421,White T-Shirt M,20.0,1
2017/03/20,10,HTS-447687-0005,447687,Black T-Shirt F,17.5,1
2017/01/21,5,HTS-338990-0005,338990,Hoodie,23.0,2
2013/12/25,16,HTS-707362-0001,707362,Bl Tshirt F,17.5,1
2015/02/13,8,HTS-307395-0002,307395,Hoodie,23.0,1
2015/09/07,6,HTS-767446-0003,767446,Hoodie,23.0,1
2015/08/24,14,HTS-2uis91-0001,2uis91,Black T-Shirt M,19.0,4
2013/11/10,13,HTS-927016-0001,927016,Wh Tshirt M,20.0,2
2015/08/27,14,HTS-950749-0002,950749,Hoodie,23.0,5
2014/08/02,12,HTS-726438-0001,726438,Black T-Shirt F,17.5,2
2016/02/06,14,HTS-780059-0003,780059,Hoodie,23.0,1
2015/07/29,13,HTS-287715-0002,287715,Hoodie,23.0,1
2013/08/21,11,HTS-259288-0001,259288,Bl Tshirt M,19.0,3
2015/01/07,11,HTS-644789-0003,644789,White T-Shirt F,18.0,1
2016/11/26,8,HTS-ogb076-0004,ogb076,White T-Shirt F,18.0,2
2017/04/10,2,HTS-999768-0007,999768,White T-Shirt M,20.0,2
2015/10/07,17,HTS-487455-0001,487455,Black T-Shirt M,19.0,1
2014/08/08,9,HTS-773514-0001,773514,Tennis Shirt,24.0,3
2017/01/16,8,HTS-476428-0002,476428,White T-Shirt F,18.0,1
2015/01/15,10,HTS-608163-0003,608163,Tennis Shirt,24.0,3
2014/10/26,9,HTS-374071-0002,374071,Hoodie,23.0,2
2016/03/26,10,HTS-jlex71-0002,jlex71,Black T-Shirt F,17.5,1
2016/05/01,14,HTS-2we6c5-0002,2we6c5,White T-Shirt M,20.0,1
2016/02/01,16,HTS-zxobm7-0001,zxobm7,White T-Shirt F,18.0,1
2015/11/18,13,HTS-858797-0003,858797,Hoodie,23.0,3
2014/10/09,6,HTS-037681-0001,037681,White T-Shirt F,18.0,2
2017/01/30,8,HTS-703291-0007,703291,White T-Shirt F,18.0,3
2013/11/12,13,HTS-028161-0001,028161,Bl Tshirt M,19.0,1
2015/04/14,7,HTS-630729-0002,630729,White T-Shirt M,20.0,3
2016/11/05,11,HTS-179949-0005,179949,Black T-Shirt F,17.5,1
2016/06/13,8,HTS-239847-0003,239847,Hoodie,23.0,4
2014/11/21,9,HTS-326191-0001,326191,White T-Shirt M,20.0,2
2016/11/14,6,HTS-769178-0007,769178,Black T-Shirt M,19.0,1
2016/08/06,13,HTS-318903-0001,318903,Black T-Shirt F,17.5,1
2016/08/06,9,HTS-351542-0004,351542,White T-Shirt M,20.0,1
2016/05/29,9,HTS-647224-0006,647224,Hoodie,23.0,3
2016/10/02,10,HTS-272573-0001,272573,Black T-Shirt F,17.5,1
2016/03/16,7,HTS-944974-0005,944974,White T-Shirt F,18.0,2
2016/01/09,13,HTS-2nfsdh-0001,2nfsdh,Black T-Shirt F,17.5,21
2014/03/01,10,HTS-391576-0002,391576,White T-Shirt F,18.0,6
2013/08/24,10,HTS-161996-0001,161996,Bl Tshirt F,17.5,4
2015/08/21,6,HTS-iyjfvv-0001,iyjfvv,Black T-Shirt M,19.0,1
2015/04/13,2,HTS-096485-0005,096485,Hoodie,23.0,5
2016/03/21,10,HTS-989613-0004,989613,Hoodie,23.0,3
2016/05/20,16,HTS-259148-0001,259148,Hoodie,23.0,1
2017/02/08,12,HTS-119549-0006,119549,Hoodie,23.0,3
2017/01/31,19,HTS-zcnw13-0002,zcnw13,Black T-Shirt F,17.5,2
2016/12/20,6,HTS-567272-0003,567272,Hoodie,23.0,3
2016/06/20,6,HTS-230991-0004,230991,Black T-Shirt F,17.5,3
2017/01/30,8,HTS-620902-0004,620902,Hoodie,23.0,14
2014/10/05,9,HTS-668569-0001,668569,Black T-Shirt F,17.5,2
2013/12/31,14,HTS-077663-0001,077663,Wh Tshirt F,18.0,18
2016/10/16,9,HTS-538427-0005,538427,Black T-Shirt M,19.0,1
2015/09/12,12,HTS-675221-0004,675221,Black T-Shirt M,19.0,7
2016/03/27,6,HTS-854272-0003,854272,White T-Shirt M,20.0,3
2014/01/08,12,HTS-510553-0001,510553,Hoodie,23.0,1
2015/12/07,8,HTS-195740-0002,195740,Black T-Shirt F,17.5,1
2016/04/11,17,HTS-522897-0001,522897,White T-Shirt M,20.0,1
2013/11/09,13,HTS-829765-0001,829765,Wh Tshirt M,20.0,3
2015/04/29,8,HTS-297749-0004,297749,Black T-Shirt F,17.5,1
2014/05/22,9,HTS-107836-0001,107836,Hoodie,23.0,1
2015/08/18,18,HTS-nppkjs-0001,nppkjs,Hoodie,23.0,2
2014/08/15,14,HTS-655087-0001,655087,White T-Shirt M,20.0,1
2014/11/04,18,HTS-472820-0001,472820,White T-Shirt F,18.0,1
2015/10/20,6,HTS-kyj9s5-0001,kyj9s5,Tennis Shirt,24.0,2
2015/03/11,9,HTS-095323-0002,095323,Black T-Shirt F,17.5,1
2015/07/21,14,HTS-499468-0003,499468,White T-Shirt F,18.0,2
2016/08/03,7,HTS-831499-0006,831499,Black T-Shirt M,19.0,3
2014/06/27,9,HTS-219098-0002,219098,White T-Shirt M,20.0,2
2014/01/17,14,HTS-654768-0001,654768,Black T-Shirt F,17.5,1
2015/02/09,10,HTS-644397-0003,644397,Tennis Shirt,24.0,3
2014/10/21,13,HTS-504398-0002,504398,Black T-Shirt F,17.5,2
2014/07/29,13,HTS-321228-0001,321228,Hoodie,23.0,1
2013/10/25,6,HTS-731326-0001,731326,Wh Tshirt F,18.0,2
2014/10/19,9,HTS-051687-0003,051687,Black T-Shirt M,19.0,2
2016/09/07,7,HTS-t4o7ca-0001,t4o7ca,Tennis Shirt,24.0,1
2017/04/11,5,HTS-378193-0008,378193,Hoodie,23.0,2
2015/03/18,6,HTS-582275-0003,582275,Black T-Shirt F,17.5,2
2015/11/24,9,HTS-820255-0003,820255,Black T-Shirt M,19.0,1
2015/01/08,12,HTS-425816-0001,425816,Hoodie,23.0,15
2017/01/03,18,HTS-z4oest-0002,z4oest,White T-Shirt F,18.0,1
2017/03/11,7,HTS-z47gq1-0003,z47gq1,Tennis Shirt,24.0,1
2014/09/23,10,HTS-370953-0003,370953,Hoodie,23.0,1
2016/09/08,13,HTS-xme06f-0002,xme06f,Black T-Shirt M,19.0,2
2013/11/16,11,HTS-463648-0002,463648,Hoodie,23.0,4
2016/01/03,9,HTS-uidzu0-0001,uidzu0,White T-Shirt F,18.0,3
2015/06/12,9,HTS-337717-0001,337717,White T-Shirt F,18.0,1
2015/04/11,14,HTS-247912-0003,247912,White T-Shirt M,20.0,1
2016/06/08,9,HTS-778784-0001,778784,White T-Shirt F,18.0,2
2015/10/07,8,HTS-926925-0001,926925,White T-Shirt M,20.0,1
2015/10/31,11,HTS-il8nmu-0001,il8nmu,White T-Shirt F,18.0,1
2016/09/18,12,HTS-321640-0005,321640,Tennis Shirt,24.0,1
2016/09/28,10,HTS-298256-0002,298256,White T-Shirt F,18.0,1
2014/11/11,13,HTS-977760-0001,977760,White T-Shirt M,20.0,1
2015/10/08,11,HTS-5vqmqx-0001,5vqmqx,Black T-Shirt M,19.0,4
2013/08/24,17,HTS-062120-0001,062120,Hoodie,23.0,2
2016/02/03,11,HTS-492482-0003,492482,Black T-Shirt M,19.0,6
2014/08/17,8,HTS-519579-0001,519579,White T-Shirt F,18.0,1
2015/11/11,16,HTS-1drdlh-0001,1drdlh,Black T-Shirt F,17.5,2
2015/10/05,8,HTS-s69qrl-0002,s69qrl,White T-Shirt F,18.0,5
2014/11/25,13,HTS-326987-0001,326987,White T-Shirt F,18.0,2
2014/11/14,12,HTS-909164-0001,909164,Hoodie,23.0,1
2015/12/12,11,HTS-a3boi6-0001,a3boi6,White T-Shirt F,18.0,1
2014/10/03,15,HTS-613815-0001,613815,White T-Shirt M,20.0,1
2014/10/01,13,HTS-899641-0001,899641,Hoodie,23.0,3
2015/06/22,7,HTS-5gr0i8-0001,5gr0i8,Black T-Shirt M,19.0,3
2014/10/20,10,HTS-143792-0001,143792,White T-Shirt F,18.0,5
2017/01/02,11,HTS-856910-0004,856910,Hoodie,23.0,3
2015/11/02,11,HTS-nqbkrx-0001,nqbkrx,White T-Shirt M,20.0,2
2015/12/11,6,HTS-105603-0003,105603,Black T-Shirt F,17.5,1
2014/10/21,16,HTS-903534-0002,903534,White T-Shirt M,20.0,1
2014/11/15,11,HTS-567625-0001,567625,Hoodie,23.0,2
2015/07/29,15,HTS-321340-0003,321340,Black T-Shirt M,19.0,2
2015/08/30,11,HTS-n3y94u-0001,n3y94u,Black T-Shirt M,19.0,4
2015/03/16,10,HTS-134071-0001,134071,White T-Shirt M,20.0,2
2016/04/21,9,HTS-etzn0x-0001,etzn0x,White T-Shirt M,20.0,23
2017/02/09,8,HTS-660129-0005,660129,Black T-Shirt M,19.0,4
2015/09/23,11,HTS-29fwqj-0001,29fwqj,Hoodie,23.0,23
2016/12/21,6,HTS-j6403u-0001,j6403u,Black T-Shirt F,17.5,1
2017/04/11,17,HTS-909271-0001,909271,White T-Shirt M,20.0,1
2015/07/11,18,HTS-169019-0002,169019,Black T-Shirt M,19.0,1
2017/04/09,5,HTS-147399-0006,147399,White T-Shirt M,20.0,2
2016/07/27,14,HTS-330538-0003,330538,Black T-Shirt M,19.0,1
2017/02/17,11,HTS-awe6d5-0004,awe6d5,Black T-Shirt M,19.0,2
2016/06/17,13,HTS-ozwv8p-0001,ozwv8p,White T-Shirt M,20.0,2
2015/08/14,16,HTS-wid59b-0001,wid59b,White T-Shirt M,20.0,1
2014/05/08,11,HTS-984127-0001,984127,Black T-Shirt M,19.0,1
2015/07/20,8,HTS-743360-0003,743360,White T-Shirt F,18.0,2
2014/11/18,13,HTS-784263-0001,784263,Tennis Shirt,24.0,1
2017/03/28,13,HTS-028440-0001,028440,White T-Shirt M,20.0,1
2015/09/19,17,HTS-ysuko6-0001,ysuko6,White T-Shirt M,20.0,1
2014/08/03,18,HTS-486828-0001,486828,White T-Shirt M,20.0,3
2015/10/29,8,HTS-907153-0004,907153,Hoodie,23.0,1
2015/05/04,9,HTS-212393-0001,212393,Hoodie,23.0,1
2017/01/20,6,HTS-145131-0005,145131,Black T-Shirt F,17.5,4
2015/08/09,9,HTS-83f9tb-0001,83f9tb,Black T-Shirt M,19.0,3
2015/09/12,16,HTS-g9519r-0001,g9519r,White T-Shirt M,20.0,5
2016/09/22,4,HTS-xmkbl1-0002,xmkbl1,Black T-Shirt F,17.5,2
2017/02/08,12,HTS-746072-0001,746072,Hoodie,23.0,1
2015/01/23,13,HTS-445442-0001,445442,White T-Shirt M,20.0,2
2017/01/24,5,HTS-474521-0005,474521,Hoodie,23.0,1
2015/08/18,11,HTS-188093-0002,188093,White T-Shirt F,18.0,1
2015/08/16,15,HTS-xtx3mq-0001,xtx3mq,Hoodie,23.0,1
2016/01/17,10,HTS-774534-0002,774534,White T-Shirt M,20.0,2
2016/08/02,16,HTS-7hs4tl-0002,7hs4tl,Tennis Shirt,24.0,7
2015/04/03,12,HTS-251739-0002,251739,Black T-Shirt F,17.5,3
2015/11/13,13,HTS-jflquh-0001,jflquh,Black T-Shirt M,19.0,1
2013/11/22,12,HTS-436750-0001,436750,Wh Tshirt F,18.0,1
2014/07/20,15,HTS-939396-0001,939396,Hoodie,23.0,1
2016/12/26,15,HTS-698947-0004,698947,Black T-Shirt F,17.5,2
2014/12/02,12,HTS-306782-0002,306782,Black T-Shirt M,19.0,5
2016/12/05,6,HTS-913820-0003,913820,Tennis Shirt,24.0,5
2014/02/13,10,HTS-604029-0001,604029,White T-Shirt M,20.0,4
2015/09/29,9,HTS-ydxm5z-0001,ydxm5z,Black T-Shirt M,19.0,1
2016/05/10,12,HTS-414292-0005,414292,Hoodie,23.0,3
2016/04/02,10,HTS-jonqrq-0001,jonqrq,White T-Shirt F,18.0,1
2015/06/14,15,HTS-422496-0001,422496,White T-Shirt F,18.0,1
2016/08/25,13,HTS-416522-0002,416522,Tennis Shirt,24.0,1
2016/06/12,12,HTS-863517-0004,863517,White T-Shirt M,20.0,2
2016/04/10,9,HTS-283173-0004,283173,Hoodie,23.0,5
2015/08/27,13,HTS-tgxtdo-0001,tgxtdo,Black T-Shirt F,17.5,1
2014/09/28,14,HTS-848935-0001,848935,Black T-Shirt M,19.0,1
2016/03/22,13,HTS-280924-0001,280924,White T-Shirt M,20.0,1
2013/10/01,16,HTS-321624-0001,321624,Bl Tshirt F,17.5,3
2016/02/19,7,HTS-923895-0003,923895,Hoodie,23.0,2
2013/09/29,11,HTS-496397-0001,496397,Wh Tshirt M,20.0,2
2015/08/01,16,HTS-cc2goc-0001,cc2goc,Black T-Shirt M,19.0,4
2015/05/30,13,HTS-861421-0002,861421,Hoodie,23.0,2
2014/12/31,16,HTS-901032-0001,901032,Hoodie,23.0,16
2016/02/01,4,HTS-402426-0004,402426,White T-Shirt M,20.0,1
2016/09/14,14,HTS-879023-0003,879023,Black T-Shirt M,19.0,1
2014/08/19,17,HTS-658048-0001,658048,White T-Shirt M,20.0,3
2015/04/23,12,HTS-365129-0001,365129,Hoodie,23.0,2
2014/07/31,12,HTS-848070-0001,848070,Black T-Shirt M,19.0,4
2014/07/11,10,HTS-181498-0003,181498,Black T-Shirt F,17.5,1
2015/12/09,12,HTS-889910-0003,889910,Hoodie,23.0,3
2016/08/09,9,HTS-411847-0001,411847,Hoodie,23.0,1
2014/11/15,8,HTS-274771-0001,274771,White T-Shirt F,18.0,2
2015/11/11,11,HTS-c222h0-0001,c222h0,Hoodie,23.0,1
2013/12/08,3,HTS-832857-0001,832857,Bl Tshirt M,19.0,20
