merchant_id,merchant_category_id,subsector_description,latitude,longitude
M_ID_978bdecc17,68,consumer electronics,37.188,-98.51
M_ID_978be8c989,839,retail apparel,38.356,-114.604
M_ID_978c65521a,130,luxury goods,45.96,-122.187
M_ID_978ca52585,367,carpentry,47.462,-97.882
M_ID_978fbbc5a3,889,consumer electronics,44.564,-71.431
M_ID_9790d3fe0c,80,restaurant/dining,36.93,-84.441
M_ID_979128044d,130,luxury goods,37.71,-116.947
M_ID_97912ea11e,437,liquor,35.54,-113.886
M_ID_97919df132,369,consumer electronics,31.572,-98.399
M_ID_9791f774d6,278,restaurant/dining,47.026,-118.441
M_ID_9793b3cf08,278,restaurant/dining,44.076,-101.562
M_ID_979409758e,560,gas,41.86,-113.681
M_ID_9794890aef,278,restaurant/dining,45.398,-91.676
M_ID_9794ba3601,427,consumer electronics,30.365,-83.436
M_ID_9796021885,309,beauty & personal care,47.956,-100.92
M_ID_97980cc07c,705,groceries,48.356,-110.853
M_ID_9798114472,130,luxury goods,44.519,-116.938
M_ID_979bb5c879,307,entertainment,36.82,-120.459
M_ID_979d1e43cd,33,retail apparel,40.127,-75.638
M_ID_979e043e1a,119,insurance,46.214,-113.44
M_ID_979fd09380,130,luxury goods,41.571,-122.558
M_ID_97a0733260,309,beauty & personal care,32.528,-100.436
M_ID_97a1ae5de8,178,retail apparel,47.845,-90.009
M_ID_97a1ebd8fe,401,luxury goods,30.613,-92.817
M_ID_97a28d4215,695,gas,37.546,-84.845
M_ID_97a2bf3b7b,580,internet,45.48,-107.827
M_ID_97a367759e,363,hotel,31.297,-91.584
M_ID_97a6e4e9bd,705,groceries,48.402,-95.5
M_ID_97a8de658c,774,retail apparel,45.859,-97.693
M_ID_97a99d70ed,705,groceries,38.915,-80.031
M_ID_97ab71f88f,884,liquor,36.09,-111.336
M_ID_97add10b3a,557,retail apparel,46.109,-106.767
M_ID_97aebf8941,506,advertising services,47.373,-122.306
M_ID_97af1f5192,198,insurance,43.393,-123.623
M_ID_97b097b4ee,884,consumer electronics,47.535,-110.439
M_ID_97b25d61a2,108,gas,39.963,-90.161
M_ID_97b25f1698,130,luxury goods,43.91,-83.411
M_ID_97b2c24b41,307,entertainment,45.955,-97.019
M_ID_97b377393a,401,luxury goods,38.156,-85.445
M_ID_97b5ae6c6a,422,consumer electronics,46.108,-87.05
M_ID_97b5f63b8d,705,groceries,41.464,-116.392
M_ID_97b7696cb8,278,restaurant/dining,47.276,-95.466
M_ID_97b935b95f,343,internet,38.248,-112.731
M_ID_97ba280a81,179,internet,43.16,-110.773
M_ID_97babd22de,307,entertainment,31.944,-86.607
M_ID_97bb75423d,87,consumer electronics,48.074,-103.918
M_ID_97bbed9eeb,607,retail apparel,29.796,-97.869
M_ID_97bf94d938,506,advertising services,45.336,-101.245
M_ID_97c000e27f,179,internet,42.653,-85.145
M_ID_97c19c1545,298,insurance,35.571,-104.729
M_ID_97c2c38bb7,278,restaurant/dining,38.923,-77.829
M_ID_97c393e936,412,hotel,35.833,-106.013
M_ID_97c4dc4512,333,insurance,47.538,-107.507
M_ID_97c5430c9e,80,restaurant/dining,45.272,-117.373
M_ID_97c5466e9e,68,consumer electronics,30.548,-98.595
M_ID_97c6022c9f,456,beauty & personal care,39.601,-79.548
M_ID_97c8c5fff9,307,entertainment,42.05,-74.107
M_ID_97c90e0d5d,506,advertising services,39.643,-119.167
M_ID_97ca1e41df,705,groceries,36.859,-107.594
M_ID_97ca31b40b,179,internet,38.863,-93.263
M_ID_97ca560e4e,119,insurance,38.6,-76.779
M_ID_97cd7700c1,108,gas,34.557,-82.412
M_ID_97d00cbae2,332,news & journalism,42.045,-120.814
M_ID_97d02050f2,518,consumer electronics,44.563,-118.837
M_ID_97d523dbf9,667,beauty & personal care,32.555,-101.005
M_ID_97d7eec1cb,343,internet,37.366,-118.749
M_ID_97da42d96b,248,internet,48.565,-102.528
M_ID_97db0f3c0f,422,consumer electronics,33.603,-112.336
M_ID_97dc9bbeaa,792,real estate services,31.062,-85.632
M_ID_97dceb6d33,683,gas,36.345,-92.028
M_ID_97ddf03bad,108,liquor,39.935,-99.149
M_ID_97df02d459,333,insurance,46.405,-118.286
M_ID_97e10554d4,705,groceries,42.394,-105.094
M_ID_97e14fe505,307,entertainment,38.148,-111.923
M_ID_97e1bba9e7,683,gas,40.008,-86.349
M_ID_97e212d4f8,278,restaurant/dining,38.599,-112.885
M_ID_97e24c84e4,80,restaurant/dining,47.817,-89.042
M_ID_97e4e02986,823,tobacco,42.277,-118.074
M_ID_97e4e221fc,411,beauty & personal care,47.685,-115.679
M_ID_97e5a24bda,45,hotel,48.286,-116.895
M_ID_97e7d99861,299,luxury goods,43.455,-84.639
M_ID_97e7f3e829,157,retail apparel,37.866,-83.471
M_ID_97e853a025,560,gas,40.058,-90.857
M_ID_97e9e498c8,307,entertainment,47.184,-111.662
M_ID_97e9e9bacc,391,office supplies,33.662,-103.048
M_ID_97ea5e23b0,661,internet,47.533,-98.589
M_ID_97ea6101ac,705,groceries,45.236,-101.795
M_ID_97ea7f2831,692,beauty & personal care,38.624,-80.053
M_ID_97eb495208,755,internet,43.221,-77.583
M_ID_97ec1d0899,580,internet,38.939,-122.369
M_ID_97ec9f1b77,68,consumer electronics,41.265,-75.225
M_ID_97ecf1fa7a,518,consumer electronics,43.315,-85.338
M_ID_97ed01b39d,80,restaurant/dining,46.555,-122.818
M_ID_97eec32909,298,insurance,39.301,-92.005
M_ID_97efbb9671,278,restaurant/dining,47.601,-101.869
M_ID_97f0959810,299,luxury goods,34.951,-81.858
M_ID_97f0ceaa35,367,carpentry,39.973,-76.231
M_ID_97f229f8f4,692,beauty & personal care,32.519,-105.167
M_ID_97f314befd,457,luxury goods,34.181,-86.65
M_ID_97f35e6c7e,690,biotechnology,43.942,-109.422
M_ID_97f380f8e7,343,internet,40.042,-76.965
M_ID_97f4c70b61,68,consumer electronics,38.457,-105.653
M_ID_97f4e61e0a,457,luxury goods,35.4,-77.37
M_ID_97f5dcb583,278,restaurant/dining,36.791,-99.846
M_ID_97f6201b73,87,consumer electronics,32.859,-93.191
M_ID_97f718067a,783,entertainment,36.704,-91.852
M_ID_97f75b0449,367,carpentry,42.616,-124.085
M_ID_97f7e1275d,278,restaurant/dining,48.104,-107.078
M_ID_97f7e640b1,432,consumer electronics,45.6,-119.022
M_ID_97f941fb1c,544,retail apparel,38.65,-96.241
M_ID_97fa24a787,309,beauty & personal care,44.218,-109.785
M_ID_97fa975b81,705,gas,42.34,-84.089
M_ID_97faf6113c,884,consumer electronics,29.157,-81.698
M_ID_97fb4bf644,45,hotel,35.816,-107.468
M_ID_97fc68d242,779,consumer electronics,41.543,-96.818
M_ID_97fc779b8b,278,restaurant/dining,44.349,-111.451
M_ID_97fd94ce4a,705,groceries,29.234,-98.713
M_ID_9800bc2e9a,469,tobacco,48.258,-105.297
M_ID_9801413d40,222,beauty & personal care,38.513,-81.115
M_ID_9801da11fd,108,gas,35.367,-111.291
M_ID_980373f1ba,518,consumer electronics,45.852,-123.816
M_ID_9804cea655,415,hotel,45.902,-119.792
M_ID_9805538eb5,763,real estate services,40.937,-93.61
M_ID_9806e2a066,705,groceries,34.552,-103.41
M_ID_980a1a97c3,80,restaurant/dining,39.046,-88.539
M_ID_980a3b5fc4,705,groceries,33.396,-89.35
M_ID_980b3c186c,198,insurance,36.042,-91.268
M_ID_980c6ef04c,119,insurance,35.638,-81.118
M_ID_980ca43cb4,705,gas,45.627,-104.067
M_ID_980cb9fddf,755,internet,33.136,-104.007
M_ID_980d5f51ae,360,gas,42.888,-122.232
M_ID_980ddebfc8,518,consumer electronics,36.785,-107.351
M_ID_980e1d6cdb,683,gas,41.324,-97.484
M_ID_980e67eda9,705,groceries,47.732,-114.031
M_ID_980fb5a702,705,groceries,38.157,-85.742
M_ID_98102b0f1d,108,gas,31.243,-86.008
M_ID_98108253a1,80,restaurant/dining,34.132,-116.563
M_ID_98109533dc,518,consumer electronics,41.191,-120.323
M_ID_981143f0d3,529,beauty & personal care,29.858,-82.665
M_ID_9812ef3b71,414,retail apparel,43.347,-120.596
M_ID_981427aca4,705,groceries,41.859,-116.445
M_ID_98147893c3,427,consumer electronics,37.231,-107.816
M_ID_9814c451f5,307,entertainment,43.824,-89.478
M_ID_9814e4879c,34,pharmaceuticals,40.873,-84.53
M_ID_9816028032,705,groceries,38.719,-94.293
M_ID_98165fc9c6,171,gas,38.937,-86.224
M_ID_9816ab4b77,307,entertainment,38.074,-103.348
M_ID_9817037b79,560,gas,41.105,-95.278
M_ID_9817df4218,195,gas,41.374,-116.463
M_ID_9818584326,222,beauty & personal care,33.208,-82.886
M_ID_9818b006e0,108,gas,46.012,-113.692
M_ID_981aaf65fa,529,health care services,41.492,-108.844
M_ID_981b2a403e,278,restaurant/dining,41.289,-93.195
M_ID_981d6c414f,309,beauty & personal care,36.24,-120.067
M_ID_981da0902f,695,gas,39.688,-80.736
M_ID_981f9f1dc7,506,advertising services,33.767,-82.427
M_ID_981fe24744,518,consumer electronics,44.824,-122.393
M_ID_981ff91ac0,373,hotel,47.554,-114.47
M_ID_9820817f46,80,restaurant/dining,47.224,-99.394
M_ID_9821ee1bdc,840,health care services,44.25,-71.019
M_ID_98221b0cde,119,insurance,41.113,-102.051
M_ID_98227dab01,87,consumer electronics,33.058,-94.757
M_ID_9823736423,580,internet,46.012,-92.287
M_ID_9823f404a0,506,advertising services,36.08,-115.458
M_ID_982456d6fa,45,hotel,35.091,-117.876
M_ID_9824fd9a56,705,groceries,35.85,-106.758
M_ID_9825ba36c7,884,consumer electronics,33.748,-99.299
M_ID_9825daf2d2,506,advertising services,40.491,-99.999
M_ID_982677b6fe,198,insurance,35.772,-83.528
M_ID_982a45b5a6,119,insurance,44.555,-92.724
M_ID_982a622c7b,307,entertainment,26.386,-98.734
M_ID_982b69a732,813,gas,31.139,-96.058
M_ID_982bba7f86,683,gas,43.58,-123.72
M_ID_982c6059fc,683,gas,38.876,-93.165
M_ID_982cebed43,705,groceries,29.8,-100.164
M_ID_982d953c7a,225,real estate services,43.853,-75.182
M_ID_982eaea71f,307,entertainment,38.813,-86.071
M_ID_9830708ade,401,luxury goods,44.575,-85.321
M_ID_98314aefd2,278,restaurant/dining,46.872,-87.046
M_ID_983213470a,333,insurance,34.927,-102.787
M_ID_98334c5f26,198,insurance,31.688,-104.923
M_ID_9834409e8e,80,restaurant/dining,35.83,-120.534
M_ID_9835e6b0e0,179,internet,37.121,-104.059
M_ID_983622a489,222,beauty & personal care,46.344,-96.761
M_ID_983777dc30,276,consumer electronics,44.659,-95.023
M_ID_983856dcc8,80,restaurant/dining,48.558,-104.464
M_ID_9838f67bff,307,entertainment,41.795,-73.912
M_ID_983965e556,278,restaurant/dining,39.307,-98.993
M_ID_9839680d8a,278,restaurant/dining,39.633,-86.064
M_ID_983a1b3dbb,171,gas,43.828,-71.193
M_ID_983a84037d,222,beauty & personal care,31.927,-111.095
M_ID_983ab02750,307,entertainment,44.995,-71.102
M_ID_983c31448f,842,restaurant/dining,47.623,-93.783
M_ID_983d23201e,369,retail apparel,45.838,-68.657
M_ID_983de69aa3,171,gas,40.39,-117.024
M_ID_983f653d18,434,flights,40.19,-92.629
M_ID_9842807e8a,705,groceries,46.975,-90.034
M_ID_98444ef153,416,entertainment,47.775,-99.72
M_ID_9845307c6b,818,semiconductors,34.524,-105.253
M_ID_98492c49f0,40,beauty & personal care,41.017,-97.396
M_ID_9849da739c,108,gas,28.465,-81.175
M_ID_9849ee93e9,248,internet,46.273,-109.506
M_ID_984b2ca91c,457,luxury goods,47.909,-92.795
M_ID_984b3e65e9,225,real estate services,48.831,-104.377
M_ID_984d3f4a51,307,entertainment,42.586,-110.907
M_ID_984df460f2,889,consumer electronics,41.762,-112.598
M_ID_984f6c4720,307,entertainment,48.941,-96.118
M_ID_984f867f3c,307,entertainment,47.456,-123.972
M_ID_984fdaaea5,774,retail apparel,40.109,-105.203
M_ID_9850014cad,343,internet,40.815,-75.461
M_ID_9850fafdf0,80,restaurant/dining,33.865,-111.631
M_ID_9851ca081e,705,groceries,34.349,-78.108
M_ID_985283b908,401,luxury goods,43.968,-120.259
M_ID_9852c177aa,705,groceries,43.212,-91.005
M_ID_98544fae0e,210,automobiles,35.103,-118.494
M_ID_9854717e7b,179,internet,35.989,-77.46
M_ID_9857658d83,298,insurance,48.941,-117.995
M_ID_9858011db8,195,gas,35.652,-85.081
M_ID_98587aea35,401,luxury goods,47.637,-89.327
M_ID_9858c88df9,434,flights,30.67,-91.246
M_ID_98596ad93b,840,health care services,39.063,-122.095
M_ID_985adcde49,166,retail apparel,26.76,-81.302
M_ID_985cb526a9,506,advertising services,48.048,-107.824
M_ID_985cc50e8a,422,consumer electronics,34.315,-103.426
M_ID_985d6ac00d,506,advertising services,38.647,-108.894
M_ID_985daa928a,705,groceries,34.664,-112.321
M_ID_986044ff55,705,groceries,39.108,-76.508
M_ID_9860501519,180,health care services,44.358,-107.775
M_ID_98606f33c3,307,entertainment,44.721,-122.9
M_ID_98609177dd,434,flights,47.542,-99.691
M_ID_986229cf63,307,entertainment,33.533,-112.906
M_ID_9862d2ddf7,357,consumer electronics,44.46,-123.006
M_ID_9863def3a7,419,biotechnology,36.254,-93.157
M_ID_98656b813f,367,carpentry,28.324,-80.98
M_ID_986670a819,457,luxury goods,42.995,-78.747
M_ID_9866ecc189,80,restaurant/dining,40.462,-99.192
M_ID_986781c5b3,705,groceries,36.439,-101.019
M_ID_9867894087,367,carpentry,36.586,-89.942
M_ID_9867c879c8,87,consumer electronics,41.175,-116.394
M_ID_9867ec9df6,360,restaurant/dining,44.185,-74.955
M_ID_986941622a,457,luxury goods,41.773,-77.513
M_ID_986b376c46,457,luxury goods,45.582,-111.152
M_ID_986bc0a7b1,369,consumer electronics,48.376,-109.717
M_ID_986c8f6993,705,gas,38.082,-84.112
M_ID_986cfbeb08,171,gas,38.825,-105.04
M_ID_986f222d3b,195,gas,30.75,-102.862
M_ID_986f5c9d55,278,restaurant/dining,34.437,-101.752
M_ID_986f5d5468,705,groceries,37.106,-104.108
M_ID_986f95ea15,307,entertainment,41.419,-111.405
M_ID_987069df88,298,insurance,43.43,-114.831
M_ID_98710e0261,580,internet,36.925,-82.136
M_ID_98711716d8,333,insurance,37.15,-98.955
M_ID_98728e8e65,289,consumer electronics,48.236,-118.827
M_ID_9874072b05,457,luxury goods,41.034,-84.182
M_ID_9875bd5a0a,695,gas,41.218,-109.528
M_ID_9875ca0e59,80,dental,40.242,-88.024
M_ID_98761cde05,416,internet,31.685,-110.134
M_ID_9876337375,560,gas,42.721,-86.606
M_ID_9876e02875,307,entertainment,38.6,-86.832
M_ID_9876eeb26d,367,carpentry,38.482,-95.071
M_ID_9877863ef6,68,consumer electronics,46.967,-105.438
M_ID_9877ceacfe,307,entertainment,30.225,-99.144
M_ID_987861a08c,690,biotechnology,38.52,-82.296
M_ID_98790f3722,110,retail apparel,39.839,-105.154
M_ID_9879189f48,705,groceries,44.22,-85.893
M_ID_98794249f4,71,beauty & personal care,27.181,-80.77
M_ID_987aac5251,198,insurance,38.549,-104.466
M_ID_987bf0807a,580,internet,42.792,-123.135
M_ID_987c777f7d,80,restaurant/dining,30.411,-82.827
M_ID_987cd0551b,884,consumer electronics,41.571,-75.238
M_ID_98800baeef,518,consumer electronics,40.329,-74.359
M_ID_98800e1748,401,luxury goods,32.568,-87.094
M_ID_98811fb3a7,363,hotel,41.809,-73.231
M_ID_9882f9a6e7,87,consumer electronics,39.882,-78.587
M_ID_9883878f50,307,entertainment,45.616,-89.924
M_ID_98841527da,343,internet,47.585,-104.972
M_ID_98851da78b,307,entertainment,45.734,-91.408
M_ID_9885366c97,2,health care services,47.072,-101.516
M_ID_9886e26ef4,457,luxury goods,43.557,-109.44
M_ID_98880055e8,367,carpentry,41.976,-85.355
M_ID_98880a37fb,422,consumer electronics,40.926,-98.865
M_ID_98885322a1,171,gas,37.809,-80.085
M_ID_98896c325d,683,gas,47.764,-100.629
M_ID_988a2d0092,278,restaurant/dining,36.478,-98.985
M_ID_988b35a074,580,internet,39.915,-97.166
M_ID_988bb01c5a,278,restaurant/dining,41.292,-105.679
M_ID_988bcdf4a3,683,gas,43.02,-90.354
M_ID_988c394b9a,796,insurance,48.521,-121.833
M_ID_988c53a309,842,restaurant/dining,40.038,-108.648
M_ID_988c685b6b,40,beauty & personal care,44.475,-113.279
M_ID_988c6b16b5,560,gas,40.99,-84.123
M_ID_988ca76f1c,278,restaurant/dining,42.022,-80.041
M_ID_989045c07f,195,gas,38.606,-114.416
M_ID_9892da824b,580,internet,42.474,-106.996
M_ID_9893a2e306,884,consumer electronics,35.393,-114.235
M_ID_9893aa3072,332,news & journalism,35.868,-98.428
M_ID_9895ae17ab,755,internet,31.999,-100.12
M_ID_9895af1297,818,semiconductors,35.691,-97.072
M_ID_9895b89067,506,advertising services,40.433,-113.06
M_ID_98978ec5f7,705,groceries,46.932,-86.178
M_ID_9897a8b376,884,consumer electronics,38.337,-93.335
M_ID_9898d38cb2,529,health care services,41.05,-92.735
M_ID_98995b54fb,130,luxury goods,40.679,-93.787
M_ID_98996a0c53,307,entertainment,41.499,-122.659
M_ID_9899e0c8b9,278,restaurant/dining,31.895,-98.073
M_ID_989b8c35a3,319,consumer electronics,43.935,-123.804
M_ID_989b9c14f4,560,restaurant/dining,34.097,-83.64
M_ID_989bad94d2,527,real estate investments,44.557,-97.499
M_ID_989bf6d38c,307,entertainment,40.455,-97.868
M_ID_989d3a6146,130,luxury goods,43.445,-115.509
M_ID_989e5cd55d,367,carpentry,36.474,-76.351
M_ID_989ebb397b,427,consumer electronics,36.797,-80.55
M_ID_98a0371e50,278,restaurant/dining,37.034,-81.838
M_ID_98a073554c,842,restaurant/dining,45.895,-100.772
M_ID_98a0cf0a23,307,entertainment,37.67,-85.795
M_ID_98a11f434c,343,internet,40.751,-100.945
M_ID_98a34819ca,111,real estate investments,40.217,-88.925
M_ID_98a37e93f8,705,groceries,38.381,-120.162
M_ID_98a53bebf9,80,restaurant/dining,39.072,-101.081
M_ID_98a73aac9a,884,consumer electronics,47.039,-88.596
M_ID_98a8795e7f,80,restaurant/dining,41.939,-117.312
M_ID_98a9352369,705,groceries,33.416,-104.573
M_ID_98a9f42bd1,373,hotel,37.049,-118.774
M_ID_98aedfab7e,557,retail apparel,34.16,-109.627
M_ID_98afb19f68,813,retail apparel,42.81,-78.876
M_ID_98afc95bf0,705,groceries,41.283,-110.873
M_ID_98b08c0088,703,real estate investments,39.54,-90.907
M_ID_98b18524c2,179,internet,39.912,-97.942
M_ID_98b261daa8,457,luxury goods,38.771,-113.822
M_ID_98b2d6ec91,705,groceries,40.866,-83.316
M_ID_98b342c0e3,580,internet,33.371,-97.284
M_ID_98b43c62c5,557,retail apparel,38.057,-117.606
M_ID_98b4af3bcb,457,luxury goods,48.537,-119.841
M_ID_98b4dda11b,278,restaurant/dining,34.665,-93.657
M_ID_98b4e6cd80,343,internet,48.252,-92.147
M_ID_98b58c1cce,705,groceries,45.794,-84.135
M_ID_98b59a9403,222,beauty & personal care,40.882,-91.336
M_ID_98b5bd5bbb,14,misc entertainment,38.346,-90.24
M_ID_98b6464334,117,news & journalism,44.206,-102.062
M_ID_98b79e51f4,796,insurance,40.315,-96.967
M_ID_98b959dca4,45,hotel,35.202,-88.539
M_ID_98b9bea3c3,278,restaurant/dining,38.539,-83.674
M_ID_98b9dd37d0,705,groceries,34.218,-89.084
M_ID_98b9de35df,68,consumer electronics,47.29,-69.291
M_ID_98bbae1015,276,consumer electronics,33.951,-109.639
M_ID_98bd62941f,683,gas,44.474,-107.653
M_ID_98bd9f545f,298,insurance,47.562,-101.256
M_ID_98beb088a4,108,gas,39.753,-121.619
M_ID_98bece0d55,683,gas,34.249,-78.624
M_ID_98bef2ce16,518,consumer electronics,41.919,-114.8
M_ID_98bf16f464,87,consumer electronics,34.816,-86.569
M_ID_98c4ff1de2,68,consumer electronics,38.57,-91.724
M_ID_98c54e2fe0,454,magic cards,43.523,-100.595
M_ID_98c5faf0b3,840,health care services,46.27,-94.564
M_ID_98c63a9702,416,internet,41.646,-117.2
M_ID_98c6f2b921,119,insurance,33.066,-85.481
M_ID_98c72e081e,60,carpentry,48.334,-114.424
M_ID_98c7b4711d,68,consumer electronics,44.521,-108.244
M_ID_98c852d9f9,130,luxury goods,42.815,-94.661
M_ID_98c89c0a98,343,internet,32.107,-90.592
M_ID_98c9b022eb,80,restaurant/dining,34.639,-119.248
M_ID_98ca8abf07,198,insurance,37.57,-111.255
M_ID_98cc6a460d,557,retail apparel,47.359,-122.936
M_ID_98ce187257,307,entertainment,41.061,-123.394
M_ID_98cfc69daf,437,liquor,39.662,-115.666
M_ID_98d230dddb,417,consumer electronics,46.743,-109.464
M_ID_98d2853e8a,695,gas,33.899,-90.898
M_ID_98d2995322,63,consumer electronics,42.624,-71.028
M_ID_98d4c27cac,307,entertainment,33.684,-89.973
M_ID_98d56c0f50,126,consumer electronics,43.782,-95.296
M_ID_98d5725ccc,367,carpentry,43.444,-90.952
M_ID_98d658081f,560,gas,46.591,-84.766
M_ID_98d6b3a823,705,groceries,31.736,-106.039
M_ID_98d8cd03f4,695,gas,37.586,-79.074
M_ID_98da30631d,705,groceries,40.659,-79.91
M_ID_98db3680dd,248,internet,38.559,-120.615
M_ID_98dc51feba,195,gas,40.683,-123.161
M_ID_98dd7ddd88,195,gas,31.315,-84.04
M_ID_98e11aa957,130,luxury goods,36.329,-87.638
M_ID_98e2f25f17,126,consumer electronics,47.277,-99.725
M_ID_98e6250c2d,248,internet,36.922,-94.4
M_ID_98e6ef9228,783,entertainment,39.807,-109.92
M_ID_98ead13dd9,299,luxury goods,43.839,-92.298
M_ID_98eb6f29e7,889,consumer electronics,48.218,-115.368
M_ID_98ecb8011c,166,retail apparel,40.233,-97.159
M_ID_98eec15c12,840,health care services,40.13,-76.646
M_ID_98ef298e32,68,consumer electronics,37.413,-93.883
M_ID_98ef4cfb66,705,groceries,39.246,-88.896
M_ID_98f0730b39,401,luxury goods,39.722,-115.542
M_ID_98f0c7a810,671,gym,40.013,-102.299
M_ID_98f148dce2,661,internet,37.763,-108.337
M_ID_98f1e3dd9b,179,internet,37.664,-105.898
M_ID_98f2e4863c,126,consumer electronics,45.763,-85.738
M_ID_98f66fc621,299,luxury goods,40.51,-75.281
M_ID_98f6907eeb,369,consumer electronics,41.614,-111.741
M_ID_98f74574d7,198,insurance,40.57,-74.372
M_ID_98f8d22cb7,222,beauty & personal care,38.653,-78.034
M_ID_98f8e522a7,705,groceries,36.119,-83.959
M_ID_98fad09f5d,889,consumer electronics,34.533,-119.721
M_ID_98fcaae8bf,884,consumer electronics,39.094,-101.169
M_ID_98fdb20439,80,restaurant/dining,47.129,-116.77
M_ID_98fe4cc117,683,gas,32.49,-96.639
M_ID_98ff681064,307,entertainment,41.965,-79.281
M_ID_98ffe3a006,108,gas,35.514,-119.007
M_ID_9901244365,457,luxury goods,44.957,-71.073
M_ID_9902783a1f,434,flights,39.243,-89.439
M_ID_9904db9483,195,gas,39.24,-109.689
M_ID_9905960bc6,705,groceries,44.608,-95.546
M_ID_990763a8a2,68,consumer electronics,31.077,-98.921
M_ID_9907f65f0a,2,health care services,43.836,-116.179
M_ID_9909dd7b90,367,carpentry,30.083,-97.084
M_ID_9909e66706,531,consumer electronics,34.034,-100.307
M_ID_990d4e2ef4,206,retail apparel,45.366,-91.136
M_ID_990d5cef37,289,consumer electronics,34.638,-108.922
M_ID_990d9349d1,307,entertainment,29.076,-95.889
M_ID_990ef37e75,705,groceries,36.1,-90.813
M_ID_990f8d889e,19,real estate investments,41.026,-83.845
M_ID_990f9d1d1d,705,gas,35.421,-108.174
M_ID_991092e195,783,entertainment,33.186,-100.403
M_ID_99115b719a,705,groceries,42.419,-100.698
M_ID_9911ac88d2,348,automobiles,43.636,-98.689
M_ID_99122f0067,307,entertainment,30.279,-102.875
M_ID_9912e67047,506,advertising services,42.306,-93.391
M_ID_991318d117,667,beauty & personal care,43.332,-107.635
M_ID_991443ecf2,560,gas,34.737,-93.516
M_ID_9915bea0ad,813,gas,45.504,-68.617
M_ID_99180c4e7c,796,insurance,36.133,-84.257
M_ID_99183e1b4e,126,consumer electronics,33.283,-110.569
M_ID_991982d8d1,195,gas,43.132,-72.442
M_ID_9919885b49,130,luxury goods,48.831,-98.31
M_ID_991abfdbb9,307,entertainment,39.481,-120.511
M_ID_991c047bc7,889,consumer electronics,38.107,-110.462
M_ID_991c3ada54,130,luxury goods,34.023,-107.111
M_ID_991d54a529,434,flights,36.703,-119.484
M_ID_991e148a87,705,groceries,39.45,-106.818
M_ID_991eb18662,289,consumer electronics,45.37,-121.148
M_ID_991eb3d261,419,biotechnology,47.651,-104.912
M_ID_9920594851,580,internet,38.18,-118.664
M_ID_99209f9376,683,gas,42.831,-115.011
M_ID_99224afcdc,179,internet,35.483,-115.12
M_ID_9923017451,518,consumer electronics,40.781,-112.196
M_ID_9924e0b27e,108,gas,37.636,-100.067
M_ID_9924eb9c62,108,gas,33.568,-110.798
M_ID_992688b3f5,307,entertainment,40.971,-102.139
M_ID_992835bba0,171,gas,35.238,-100.328
M_ID_9929291c80,278,restaurant/dining,29.975,-100.231
M_ID_992a180b15,554,tobacco,32.53,-100.874
M_ID_992a83f512,839,gas,43.337,-118.002
M_ID_992b5c661e,298,insurance,42.968,-72.912
M_ID_992d8b2587,319,consumer electronics,34.037,-100.431
M_ID_992db23cc9,307,entertainment,34.238,-109.406
M_ID_992ddbadd7,422,consumer electronics,30.038,-94.459
M_ID_992df37ca4,580,internet,32.368,-96.123
M_ID_9931a8f8ff,307,entertainment,42.775,-75.027
M_ID_9932db917b,195,gas,35.315,-87.001
M_ID_9933d26ee8,87,consumer electronics,47.81,-88.431
M_ID_9935e78933,179,internet,42.5,-84.106
M_ID_9935ebc1f7,119,insurance,45.254,-68.874
M_ID_9936478516,307,entertainment,47.868,-111.593
M_ID_99364d6099,695,gas,42.627,-116.703
M_ID_993757fe1e,333,insurance,41.557,-119.732
M_ID_99375dd972,769,flights,31.17,-95.044
M_ID_993e7aa401,367,carpentry,37.528,-118.559
M_ID_993f554d41,690,biotechnology,44.562,-84.89
M_ID_993f836bd6,45,hotel,39.557,-117.389
M_ID_9940d31441,454,magic cards,48.798,-115.009
M_ID_994119b63a,560,gas,47.464,-97.085
M_ID_9941714e31,560,gas,36.722,-88.276
M_ID_9943953b5a,80,restaurant/dining,44.68,-107.903
M_ID_9947b13bf0,416,internet,47.803,-112.619
M_ID_99481658db,683,gas,36.095,-112.992
M_ID_994822b994,367,carpentry,41.604,-80.104
M_ID_994b9f64cf,278,restaurant/dining,33.799,-100.629
M_ID_994d4ce7e2,276,consumer electronics,32.773,-93.239
M_ID_994d52f64a,40,beauty & personal care,35.249,-110.073
M_ID_994df75db6,422,consumer electronics,48.245,-109.36
M_ID_994e9a9764,661,internet,47.785,-123.581
M_ID_994f07908a,357,consumer electronics,43.314,-118.284
M_ID_994f35cb0f,422,consumer electronics,47.204,-90.018
M_ID_994f9119ba,560,gas,47.742,-91.949
M_ID_994fd2df29,561,gym,37.752,-113.932
M_ID_9952f6d863,298,insurance,46.48,-108.484
M_ID_99549a2356,560,gas,34.592,-103.696
M_ID_995534971a,278,restaurant/dining,44.404,-118.002
M_ID_9957cf698c,195,gas,40.906,-118.32
M_ID_9957d125f9,823,tobacco,41.644,-116.678
M_ID_9958da55d7,705,groceries,39.087,-113.396
M_ID_99591ab68f,367,carpentry,39.524,-98.303
M_ID_9959691ab8,222,beauty & personal care,38.438,-114.314
M_ID_995a4e8132,416,internet,43.056,-102.616
M_ID_995b5f3904,690,biotechnology,38.97,-79.525
