internal_card_mapping,first_active_month,reward_program,latitude,longitude,fico_score,age
C_ID_929afa9b14,2017-03,cash_back,35.159,-95.644,734,24
C_ID_929c196590,2016-06,cash_back,34.261,-84.65,615,59
C_ID_929fa4f4c6,2016-01,dining_entertainment,47.183,-91.708,576,80
C_ID_92a0a407e3,2016-04,dining_entertainment,32.687,-93.583,352,21
C_ID_92a223e3a8,2017-08,dining_entertainment,41.849,-83.453,529,71
C_ID_92a38755db,2016-05,cash_back,32.005,-106.857,790,78
C_ID_92a3c3548c,2016-05,cash_back,30.242,-95.931,322,22
C_ID_92a50bc5cb,2017-09,dining_entertainment,32.733,-108.641,772,74
C_ID_92a5a84a72,2017-07,cash_back,45.113,-111.85,717,90
C_ID_92a6323c0c,2015-05,travel,42.266,-104.757,699,23
C_ID_92a6bdb20e,2017-09,cash_back,32.215,-103.069,824,52
C_ID_92a7eb4124,2017-10,cash_back,30.076,-102.604,762,29
C_ID_92ab031842,2017-08,cash_back,42.068,-89.156,794,54
C_ID_92acd1052c,2016-09,travel,40.569,-110.198,664,59
C_ID_92ae1a2d80,2017-02,dining_entertainment,48.015,-117.769,581,71
C_ID_92b21e5c26,2017-09,dining_entertainment,34.199,-91.37,509,23
C_ID_92b2d88186,2016-04,dining_entertainment,30.778,-83.276,834,47
C_ID_92b43c45f8,2017-06,cash_back,36.915,-98.763,692,58
C_ID_92b4f196ff,2017-08,cash_back,43.831,-93.164,718,30
C_ID_92b5de83c8,2016-10,cash_back,35.982,-95.087,606,39
C_ID_92b777e87e,2017-01,cash_back,43.912,-112.798,566,98
C_ID_92b7e9e280,2016-08,travel,33.701,-97.05,798,24
C_ID_92b979cdd0,2017-06,travel,38.819,-109.618,486,42
C_ID_92b9d41b31,2017-09,travel,43.139,-95.085,648,39
C_ID_92ba148331,2016-01,travel,40.404,-89.683,583,98
C_ID_92baf57f63,2016-06,cash_back,40.072,-74.649,357,72
C_ID_92bc80103c,2016-12,cash_back,45.569,-104.903,448,48
C_ID_92bf9b2b35,2015-12,travel,41.077,-83.779,472,87
C_ID_92c0dc37e0,2016-06,travel,35.95,-100.928,598,30
C_ID_92c588da80,2015-12,cash_back,43.284,-96.609,525,45
C_ID_92c59ffd94,2017-06,cash_back,37.631,-82.52,436,64
C_ID_92c77aea87,2017-01,cash_back,42.637,-87.979,684,46
C_ID_92c90463a7,2016-06,cash_back,36.652,-110.869,635,53
C_ID_92c91b5482,2017-02,cash_back,40.682,-102.805,531,63
C_ID_92c931a9f3,2017-07,cash_back,42.489,-76.886,487,44
C_ID_92ca142648,2016-08,cash_back,31.846,-106.008,727,87
C_ID_92cb002a92,2015-12,dining_entertainment,37.029,-116.187,353,22
C_ID_92ce61e5f9,2017-04,cash_back,43.953,-121.124,486,40
C_ID_92cf4d04e5,2017-05,cash_back,34.491,-112.459,496,45
C_ID_92d23b646e,2017-08,cash_back,36.419,-115.847,384,84
C_ID_92d45e46ed,2017-12,dining_entertainment,29.828,-83.22,500,48
C_ID_92d60aa90a,2017-10,cash_back,33.984,-98.714,573,56
C_ID_92d75219e0,2016-06,cash_back,46.044,-117.837,530,29
C_ID_92d83a2077,2014-11,cash_back,32.881,-83.406,404,41
C_ID_92d96c4acd,2014-01,travel,44.189,-124.039,537,84
C_ID_92db006171,2017-11,cash_back,33.094,-92.599,311,31
C_ID_92e19f86a7,2017-12,cash_back,47.448,-102.729,381,52
C_ID_92e3d55720,2017-07,cash_back,46.044,-114.607,586,38
C_ID_92e64e173a,2017-07,travel,38.871,-108.942,565,30
C_ID_92e6fb536a,2017-07,dining_entertainment,32.355,-95.272,801,34
C_ID_92e7dd4a0f,2017-02,travel,40.028,-100.509,815,38
C_ID_92e9985aa0,2017-10,dining_entertainment,37.13,-94.536,638,32
C_ID_92ec89ed75,2017-01,cash_back,34.601,-107.123,374,75
C_ID_92edd032e8,2016-08,dining_entertainment,42.457,-87.442,475,26
C_ID_92ee8957d5,2017-11,cash_back,42.025,-114.279,712,76
C_ID_92ee9125c5,2016-10,dining_entertainment,40.062,-101.934,454,51
C_ID_92f0047334,2016-12,cash_back,31.69,-93.295,568,25
C_ID_92f303887b,2017-12,cash_back,40.827,-83.402,671,76
C_ID_92f3cb520a,2017-02,travel,47.179,-93.63,703,84
C_ID_92f56576bc,2016-01,cash_back,34.343,-107.984,637,50
C_ID_92f6be3001,2017-07,cash_back,46.778,-68.832,367,23
C_ID_92f81a4364,2017-03,cash_back,41.362,-105.308,566,86
C_ID_92f8efb3a9,2017-12,cash_back,48.329,-104.232,592,63
C_ID_92f9c06a0b,2017-11,cash_back,41.295,-109.418,816,89
C_ID_92f9da65bc,2017-03,cash_back,40.45,-99.899,810,69
C_ID_92fa5e38d1,2017-06,cash_back,36.361,-88.349,744,32
C_ID_92fa9805bb,2016-12,cash_back,33.307,-109.059,734,68
C_ID_92fefad87a,2017-11,cash_back,42.962,-102.95,772,18
C_ID_92ff3a2437,2016-10,travel,31.567,-82.11,310,24
C_ID_92ff439dd2,2017-08,cash_back,38.532,-121.13,737,33
C_ID_9301d874d1,2017-07,cash_back,34.231,-98.141,464,74
C_ID_9302af3146,2017-10,cash_back,35.135,-89.139,525,30
C_ID_93056e9932,2017-09,cash_back,41.167,-104.197,430,23
C_ID_93075c2166,2017-12,dining_entertainment,43.548,-114.052,553,53
C_ID_9307da5992,2017-10,cash_back,42.29,-116.451,720,42
C_ID_930a252ab3,2016-05,travel,29.845,-99.295,689,70
C_ID_930ad86b1a,2014-03,cash_back,48.201,-95.849,343,81
C_ID_9310af6e76,2016-07,dining_entertainment,33.111,-97.874,788,59
C_ID_9315257937,2017-10,cash_back,45.349,-117.017,837,93
C_ID_93157b16d8,2017-08,dining_entertainment,29.708,-94.876,676,44
C_ID_9316af64fc,2017-11,cash_back,33.518,-96.754,825,24
C_ID_9317ce6318,2017-07,dining_entertainment,37.923,-81.502,681,73
C_ID_9318b69ed7,2015-01,dining_entertainment,42.573,-108.422,641,30
C_ID_9318f0f79b,2017-06,cash_back,31.991,-103.423,665,97
C_ID_931b06b784,2017-09,dining_entertainment,35.53,-99.163,793,37
C_ID_931c58b27c,2013-12,cash_back,46.338,-100.014,409,56
C_ID_9321639759,2017-06,dining_entertainment,43.51,-110.842,669,77
C_ID_9322cd7e89,2015-10,cash_back,47.359,-101.367,640,23
C_ID_9324324c7c,2017-01,travel,38.934,-114.33,832,48
C_ID_93265234a9,2016-12,travel,39.776,-82.647,318,72
C_ID_9328af61aa,2017-11,cash_back,31.953,-105.099,695,77
C_ID_932b36e494,2017-08,cash_back,32.005,-111.392,606,39
C_ID_932cbbe1ed,2017-08,travel,32.276,-92.356,399,32
C_ID_932d37a459,2017-02,cash_back,34.956,-81.145,781,55
C_ID_932e70da0c,2017-10,dining_entertainment,40.631,-101.848,657,84
C_ID_932fc10e46,2017-10,dining_entertainment,48.809,-101.174,304,46
C_ID_932fe2e7d2,2017-02,cash_back,40.943,-117.078,415,79
C_ID_933540096d,2017-08,dining_entertainment,42.189,-121.003,816,52
C_ID_9335cad9f2,2016-11,cash_back,42.657,-85.325,714,52
C_ID_93369ead7c,2017-07,dining_entertainment,41.138,-94.453,600,23
C_ID_9337e9932b,2017-08,travel,42.658,-90.295,795,30
C_ID_9339034b44,2017-01,cash_back,35.057,-114.578,462,58
C_ID_933a179444,2016-09,dining_entertainment,47.765,-97.505,406,73
C_ID_933aaee53f,2017-06,dining_entertainment,41.354,-115.122,478,31
C_ID_933ba377ec,2017-11,cash_back,41.233,-74.06,751,84
C_ID_93406341b3,2016-11,cash_back,29.45,-94.69,452,56
C_ID_9343be14b8,2016-04,dining_entertainment,42.397,-85.352,488,87
C_ID_9346754884,2017-05,travel,35.12,-78.218,359,46
C_ID_934a820fd7,2016-08,dining_entertainment,48.475,-108.604,639,58
C_ID_934afdca68,2016-11,dining_entertainment,34.587,-79.477,697,24
C_ID_934b2eb9ad,2017-01,cash_back,41.611,-85.724,661,99
C_ID_934b3b1fc3,2017-08,cash_back,48.049,-99.418,443,19
C_ID_934d1ff9e8,2016-12,dining_entertainment,37.384,-120.031,679,54
C_ID_934dcc0fd6,2016-12,cash_back,36.474,-83.595,461,55
C_ID_934f36be0f,2017-08,cash_back,40.731,-117.352,650,46
C_ID_9350048797,2017-09,travel,36.125,-109.205,583,25
C_ID_9350c3ef85,2017-07,cash_back,46.559,-111.726,646,34
C_ID_935220ddfa,2016-10,cash_back,30.846,-97.636,389,95
C_ID_9353ad2f0c,2016-11,cash_back,39.946,-87.578,516,64
C_ID_9354117c9e,2017-01,travel,43.627,-95.831,571,64
C_ID_9355aed4c7,2017-10,travel,32.651,-115.87,385,31
C_ID_9356d30956,2016-11,cash_back,42.364,-104.132,807,53
C_ID_935d3fc1d8,2016-10,travel,48.118,-109.661,339,50
C_ID_935db75215,2017-08,cash_back,37.906,-85.194,619,86
C_ID_93615dc08e,2016-12,cash_back,35.091,-96.603,343,52
C_ID_936203fc25,2016-01,cash_back,39.74,-104.637,327,34
C_ID_93661d13c5,2016-04,dining_entertainment,47.68,-95.491,843,18
C_ID_936753fe19,2017-01,dining_entertainment,40.061,-97.102,731,61
C_ID_936ae5673d,2015-08,cash_back,44.453,-108.409,526,79
C_ID_936bd813c7,2017-08,cash_back,36.989,-94.473,341,69
C_ID_936e1bf940,2017-12,cash_back,36.093,-88.48,675,26
C_ID_936e7fd476,2016-05,cash_back,38.484,-96.096,477,23
C_ID_936f23c537,2017-12,cash_back,44.964,-118.939,696,65
C_ID_9370d3d3bb,2017-01,cash_back,29.799,-91.344,684,42
C_ID_937165c09f,2017-10,dining_entertainment,37.756,-87.232,645,19
C_ID_93759f0080,2017-03,cash_back,45.12,-103.535,729,18
C_ID_9375b05d1f,2016-06,travel,39.274,-116.12,325,53
C_ID_93761d16e7,2015-11,travel,36.484,-114.235,588,37
C_ID_93763f7936,2015-04,travel,44.124,-85.111,330,24
C_ID_937669ae6a,2017-06,cash_back,39.25,-76.078,719,52
C_ID_9377b85707,2015-08,cash_back,38.591,-77.885,513,24
C_ID_9377f78432,2017-08,cash_back,44.12,-118.625,406,26
C_ID_9378414ff3,2017-07,cash_back,48.562,-111.499,599,56
C_ID_937cb1e6b8,2017-10,travel,43.099,-97.13,391,88
C_ID_937f7fc3f4,2016-02,travel,45.813,-105.072,644,35
C_ID_937fb60a21,2015-07,travel,32.68,-82.269,839,30
C_ID_9380b8f233,2016-10,cash_back,44.325,-88.658,380,43
C_ID_938248d95b,2015-11,cash_back,36.616,-98.503,402,55
C_ID_9384f3a634,2017-10,dining_entertainment,33.276,-106.848,487,38
C_ID_938542c4dc,2016-04,cash_back,32.881,-114.877,490,26
C_ID_93867df918,2017-12,cash_back,40.411,-119.225,613,58
C_ID_93872ad309,2016-06,travel,45.667,-122.584,352,31
C_ID_938786a73d,2017-10,cash_back,40.478,-88.839,505,56
C_ID_93880503c5,2017-01,cash_back,44.233,-75.396,372,35
C_ID_9389dbe4f5,2017-12,travel,32.892,-109.561,548,82
C_ID_938acbee5f,2017-07,cash_back,41.981,-84.757,470,49
C_ID_938b4e2fee,2015-07,travel,45.86,-104.207,531,76
C_ID_938bf4cc3a,2017-09,cash_back,45.182,-110.15,326,38
C_ID_938cf9f01a,2017-04,cash_back,37.891,-81.316,538,21
C_ID_9390b4a8a0,2017-01,travel,33.718,-103.427,839,28
C_ID_939282d147,2017-07,dining_entertainment,45.063,-70.765,584,80
C_ID_9392fb3f68,2016-05,cash_back,30.913,-95.215,356,27
C_ID_9393b8fbcb,2017-02,cash_back,45.165,-108.432,530,95
C_ID_9394c40757,2017-08,cash_back,47.058,-112.853,466,41
C_ID_939583c2e5,2016-04,cash_back,44.533,-90.135,830,36
C_ID_93993521b7,2017-08,cash_back,43.986,-84.131,801,56
C_ID_939990c90a,2017-12,travel,41.726,-96.864,394,60
C_ID_9399c90f32,2017-11,cash_back,45.871,-88.085,624,20
C_ID_939b3a4cc4,2017-04,cash_back,36.683,-90.453,850,19
C_ID_939c0ea152,2017-08,cash_back,33.187,-109.613,786,37
C_ID_939db919dc,2016-02,cash_back,43.685,-116.914,795,62
C_ID_939e2cbdb5,2017-03,cash_back,41.815,-122.08,836,70
C_ID_939fb1b83e,2017-11,travel,37.933,-110.866,485,38
C_ID_939fe2ead5,2017-06,cash_back,48.725,-97.206,512,24
C_ID_93a19e6f7f,2017-04,cash_back,28.038,-80.849,543,23
C_ID_93a22e90a3,2017-06,cash_back,30.269,-98.281,316,48
C_ID_93a26e645e,2017-03,dining_entertainment,36.76,-99.64,821,25
C_ID_93a5f24913,2017-09,cash_back,36.515,-90.208,300,46
C_ID_93acba8fbc,2015-10,travel,41.487,-115.13,778,62
C_ID_93ace65c1e,2017-09,dining_entertainment,33.704,-81.601,843,21
C_ID_93ad3d31c9,2017-09,cash_back,39.956,-123.483,429,81
C_ID_93ae4ca4b0,2017-09,cash_back,44.072,-117.995,478,29
C_ID_93aea13e9e,2017-01,travel,34.346,-103.709,425,38
C_ID_93b1ddacb9,2016-10,travel,36.732,-103.479,509,67
C_ID_93b2365016,2017-08,cash_back,41.362,-109.717,531,33
C_ID_93b2e1234d,2016-07,travel,45.806,-110.278,309,54
C_ID_93b6282749,2016-12,dining_entertainment,45.768,-69.495,556,64
C_ID_93b7d566f4,2016-08,dining_entertainment,48.416,-122.649,768,23
C_ID_93b85e5a0e,2017-11,cash_back,36.693,-75.973,610,52
C_ID_93b8e00eee,2017-04,cash_back,37.907,-82.267,779,54
C_ID_93b958c812,2017-11,travel,34.425,-91.876,420,49
C_ID_93babb3efe,2017-10,cash_back,33.247,-105.188,706,72
C_ID_93bd7141ce,2017-08,cash_back,36.745,-99.993,598,36
C_ID_93be2e37aa,2017-09,cash_back,33.29,-107.872,837,24
C_ID_93c0e73496,2017-10,travel,43.464,-113.678,695,29
C_ID_93c22598da,2016-09,dining_entertainment,45.945,-104.586,685,93
C_ID_93c2c94c58,2017-09,cash_back,47.238,-119.862,591,20
C_ID_93c40fd0bc,2017-08,cash_back,35.866,-83.526,389,80
C_ID_93c4f68dec,2017-07,travel,26.68,-81.791,526,72
C_ID_93c5b2892e,2017-03,travel,39.336,-76.044,499,28
C_ID_93c6313007,2017-10,cash_back,32.711,-98.929,441,49
C_ID_93c7020144,2017-07,cash_back,33.444,-87.162,791,98
C_ID_93c70f0a4e,2017-06,travel,47.206,-113.297,407,19
C_ID_93c7629bd9,2017-03,cash_back,33.237,-106.386,527,41
C_ID_93c9c28262,2017-02,cash_back,42.156,-121.275,476,77
C_ID_93c9c663a1,2017-12,dining_entertainment,48.443,-96.196,499,83
C_ID_93cd2a714b,2017-04,dining_entertainment,37.989,-113.361,368,70
C_ID_93cf07baa5,2017-12,cash_back,33.297,-117.347,717,53
C_ID_93cfc60ad5,2017-02,travel,27.84,-99.483,315,58
C_ID_93d024d547,2017-07,cash_back,48.126,-104.054,683,52
C_ID_93d177c7d5,2017-10,cash_back,39.074,-118.564,614,62
C_ID_93d356b77c,2017-10,dining_entertainment,29.928,-81.307,677,27
C_ID_93d462faca,2017-09,cash_back,36.616,-98.884,830,31
C_ID_93d47b4690,2015-12,cash_back,37.908,-112.762,371,51
C_ID_93d5748e25,2017-07,cash_back,34.885,-89.265,627,91
C_ID_93d60f73f2,2017-09,cash_back,33.31,-111.135,411,45
C_ID_93d6b1f46a,2017-04,cash_back,40.902,-117.534,760,35
C_ID_93d6b8cd55,2016-12,cash_back,45.216,-93.142,629,37
C_ID_93d7b42e51,2017-02,cash_back,40.238,-99.434,461,45
C_ID_93d93b7e68,2017-12,dining_entertainment,32.878,-90.821,756,83
C_ID_93db61fe45,2017-05,cash_back,28.298,-98.531,491,74
C_ID_93db891b60,2017-10,cash_back,45.545,-88.844,368,20
C_ID_93dc7474ae,2017-06,dining_entertainment,38.206,-100.696,315,52
C_ID_93dfe0fc2e,2017-11,cash_back,43.7,-94.998,836,61
C_ID_93dfe71b8b,2016-02,cash_back,43.595,-73.102,800,30
C_ID_93e25869cd,2017-09,dining_entertainment,31.19,-104.159,837,26
C_ID_93e53a1417,2017-06,dining_entertainment,39.768,-119.005,382,26
C_ID_93e6455018,2017-11,travel,44.23,-124.099,328,25
C_ID_93e6b10c27,2017-02,travel,40.356,-95.388,402,24
C_ID_93ea1fd7b5,2017-12,travel,34.126,-119.141,479,100
C_ID_93ee35a30c,2017-11,cash_back,36.394,-93.475,391,33
C_ID_93ee39babe,2016-06,cash_back,39.269,-115.055,676,23
C_ID_93ee653c1e,2017-12,cash_back,36.101,-94.646,815,47
C_ID_93ef0ac76f,2017-10,cash_back,30.617,-95.708,422,25
C_ID_93ef191e53,2015-07,cash_back,30.736,-98.778,416,28
C_ID_93efaa8557,2017-02,dining_entertainment,40.948,-87.935,394,89
C_ID_93f1140269,2016-05,cash_back,37.853,-120.438,583,25
C_ID_93f659b96a,2016-12,dining_entertainment,39.542,-113.437,564,42
C_ID_93f720631c,2017-08,dining_entertainment,45.34,-88.595,501,23
C_ID_93fc315b15,2015-05,cash_back,37.372,-104.535,511,65
C_ID_93ffeebdd9,2017-11,dining_entertainment,43.325,-97.136,545,51
C_ID_940496204b,2017-10,dining_entertainment,29.758,-104.197,420,34
C_ID_9404b1f640,2016-07,travel,45.633,-106.111,316,44
C_ID_9404c8d047,2016-12,travel,34.145,-112.233,539,40
C_ID_9404ce962a,2017-08,cash_back,42.867,-95.635,481,42
C_ID_940561b95e,2017-06,dining_entertainment,45.424,-117.0,434,86
C_ID_940754abbc,2015-09,dining_entertainment,33.862,-93.205,763,62
C_ID_9407c31da8,2017-10,travel,36.661,-75.893,835,65
C_ID_940bb6617c,2017-10,dining_entertainment,37.156,-105.573,818,46
C_ID_940e3a3f09,2017-07,cash_back,37.259,-107.404,459,25
C_ID_940fbd0426,2016-02,cash_back,36.286,-80.976,700,76
C_ID_941205cf60,2016-11,travel,38.164,-77.673,740,69
C_ID_94143d1a8d,2016-11,cash_back,26.84,-97.382,504,48
C_ID_94148a2b55,2017-11,cash_back,33.924,-91.658,433,22
C_ID_9416ab8f86,2017-03,cash_back,38.038,-99.752,379,54
C_ID_941a7bbe24,2017-08,cash_back,42.952,-122.029,629,53
C_ID_941de99a58,2015-08,cash_back,41.455,-91.31,397,24
C_ID_9420940763,2015-08,travel,40.059,-83.854,753,60
C_ID_942275bf4e,2015-11,travel,31.942,-112.899,339,30
C_ID_9426e888e2,2017-01,travel,26.668,-81.492,354,35
C_ID_94276e15b7,2017-01,cash_back,34.275,-99.729,767,70
C_ID_94281be64e,2016-03,cash_back,30.991,-97.716,810,82
C_ID_94283addc5,2017-01,travel,38.301,-89.554,453,95
C_ID_942845d955,2017-07,travel,36.882,-119.482,580,62
C_ID_942866a388,2016-11,travel,38.117,-105.064,573,30
C_ID_9428ec2318,2017-12,dining_entertainment,43.469,-110.516,510,45
C_ID_942d19457a,2014-07,dining_entertainment,43.397,-99.946,347,22
C_ID_942f668522,2017-02,travel,41.407,-120.28,823,49
C_ID_943186b662,2017-01,cash_back,46.699,-68.894,766,78
C_ID_9434688a3c,2016-10,cash_back,42.938,-82.825,631,19
C_ID_9435553441,2015-12,travel,36.243,-95.61,341,74
C_ID_943825c216,2016-07,travel,34.307,-88.537,701,45
C_ID_943b2872e3,2016-12,cash_back,26.385,-97.479,822,99
C_ID_943d1efcd5,2017-11,dining_entertainment,41.12,-98.662,608,81
C_ID_943dc7e9db,2017-08,cash_back,45.376,-122.645,344,34
C_ID_943dcffb87,2016-08,dining_entertainment,41.844,-113.514,504,46
C_ID_94414533b1,2017-05,dining_entertainment,41.094,-113.585,656,32
C_ID_94415d9a49,2017-04,cash_back,42.213,-124.141,502,21
C_ID_94466d3511,2015-08,cash_back,41.279,-121.392,774,34
C_ID_9446fded12,2017-07,cash_back,34.172,-112.437,468,20
C_ID_94481aac23,2015-12,cash_back,40.036,-120.658,704,23
C_ID_94487eb633,2016-07,cash_back,40.612,-114.057,416,35
C_ID_9449f617eb,2017-04,cash_back,37.262,-104.862,609,93
C_ID_944e58a42c,2017-05,dining_entertainment,37.407,-80.242,357,33
C_ID_945982b9b2,2017-11,cash_back,31.794,-85.584,709,59
C_ID_9459ed23e7,2016-02,travel,44.304,-74.864,721,34
C_ID_945a97cccf,2016-11,cash_back,34.43,-115.07,704,20
C_ID_945bf8fc20,2017-06,cash_back,42.183,-98.495,387,52
C_ID_9462ab1aad,2017-08,travel,37.554,-80.97,427,46
C_ID_946473f3d1,2017-10,travel,36.589,-104.588,710,27
C_ID_94663804f6,2017-11,cash_back,47.397,-88.728,836,37
C_ID_9467e97030,2017-02,cash_back,39.557,-104.744,822,32
C_ID_946991bbb6,2016-12,travel,31.438,-97.511,413,54
C_ID_946a8fdcf7,2016-10,cash_back,29.095,-98.445,848,40
C_ID_946afd7aff,2017-12,travel,36.218,-115.719,549,31
C_ID_94706e015d,2017-08,travel,47.985,-87.697,747,45
C_ID_9471bd71b2,2016-05,travel,39.602,-118.315,604,78
C_ID_947393d80e,2015-01,cash_back,30.689,-85.867,480,90
C_ID_947468fd16,2017-07,dining_entertainment,41.877,-83.394,727,99
C_ID_9474ed9609,2016-08,dining_entertainment,47.882,-121.896,829,21
C_ID_9475315243,2017-08,travel,45.711,-109.47,504,23
C_ID_947aa1dbdd,2016-09,cash_back,37.53,-93.435,828,19
C_ID_947ede1dd4,2017-08,cash_back,42.974,-84.488,777,38
C_ID_947f60e974,2017-02,travel,36.067,-79.156,322,72
C_ID_948088bdbd,2017-01,cash_back,45.321,-117.131,428,48
C_ID_9482759f27,2017-10,dining_entertainment,35.674,-119.076,626,34
C_ID_94840b937e,2017-10,cash_back,30.352,-97.161,554,98
C_ID_9485cb2f9c,2017-01,dining_entertainment,34.914,-111.151,724,21
C_ID_9485d28d96,2016-06,cash_back,41.929,-115.605,752,19
C_ID_948788cbc0,2017-09,cash_back,37.484,-111.405,372,99
C_ID_948a645ef0,2016-05,dining_entertainment,32.534,-100.086,309,92
C_ID_948b32e33a,2016-07,cash_back,34.764,-119.798,643,48
C_ID_948d554331,2016-12,travel,48.164,-99.644,421,56
C_ID_9490ceafd5,2017-02,dining_entertainment,40.915,-93.658,309,27
C_ID_949622a9e3,2017-02,cash_back,43.54,-102.955,599,71
C_ID_9497e24c4f,2017-12,cash_back,35.85,-115.374,435,75
C_ID_94988f26f8,2017-09,cash_back,30.238,-97.34,642,43
C_ID_94995a3b51,2017-04,dining_entertainment,42.12,-106.136,592,89
C_ID_949a04371e,2017-03,travel,47.841,-117.876,322,53
C_ID_949aaf2997,2017-08,cash_back,47.976,-98.246,500,80
C_ID_949bc1ec75,2014-04,cash_back,33.389,-114.699,645,43
C_ID_94a0123d8f,2016-12,cash_back,46.504,-119.864,392,37
C_ID_94a1c4b04b,2017-07,dining_entertainment,32.473,-106.811,523,29
C_ID_94a211cea9,2016-06,cash_back,42.013,-99.896,391,32
C_ID_94a331f051,2017-12,cash_back,47.392,-114.316,546,72
C_ID_94a50e900f,2017-02,cash_back,35.515,-92.435,739,50
C_ID_94a6ae1fe0,2017-04,dining_entertainment,48.139,-95.417,545,49
C_ID_94a6b23114,2017-10,cash_back,44.749,-69.931,384,39
C_ID_94a8797f71,2017-03,cash_back,37.409,-110.871,803,33
C_ID_94a99514bf,2017-01,cash_back,31.88,-112.337,424,78
C_ID_94ac1a9f59,2016-07,cash_back,32.72,-90.554,502,63
C_ID_94ae0c135c,2017-08,travel,44.219,-72.926,821,45
C_ID_94b04f0e2e,2017-07,cash_back,40.42,-83.81,639,53
C_ID_94b2ad46d8,2017-02,travel,39.98,-85.532,568,43
C_ID_94b3c64f5a,2017-09,travel,46.461,-108.83,833,19
C_ID_94b4b515f9,2017-10,cash_back,48.714,-96.13,473,34
C_ID_94b754d9c8,2016-12,travel,41.376,-121.628,738,74
C_ID_94b792dfa3,2016-08,cash_back,47.148,-68.689,347,32
C_ID_94b7f32a85,2017-10,dining_entertainment,36.976,-92.596,785,38
C_ID_94b87e228b,2016-12,cash_back,42.881,-116.183,314,26
C_ID_94b9bd8921,2016-10,travel,31.192,-89.123,811,31
C_ID_94bd8b8ae4,2017-09,dining_entertainment,41.746,-84.064,519,35
C_ID_94be784c25,2017-01,travel,43.324,-85.148,755,25
C_ID_94bf496f06,2017-07,cash_back,48.025,-100.8,844,67
C_ID_94c4ab854e,2017-05,travel,46.82,-94.425,573,91
C_ID_94c4cbf707,2016-07,cash_back,31.789,-88.489,544,53
C_ID_94c6e95bd9,2017-10,travel,48.177,-110.584,550,38
C_ID_94c7b8af20,2017-12,cash_back,35.016,-92.814,522,36
C_ID_94c7ee4fc9,2017-07,dining_entertainment,43.651,-87.794,769,40
C_ID_94ca174bd0,2017-03,cash_back,37.277,-103.088,434,30
C_ID_94cac09fb1,2016-09,travel,46.5,-84.174,578,56
C_ID_94cc196858,2017-02,cash_back,43.273,-103.728,458,22
C_ID_94ccb745f4,2017-11,cash_back,40.681,-120.748,807,49
C_ID_94cd8d25f7,2017-11,dining_entertainment,36.458,-121.821,682,71
C_ID_94ce9d0bd8,2017-07,cash_back,32.696,-94.414,362,46
C_ID_94d0dd73f1,2016-04,cash_back,34.268,-109.419,785,30
C_ID_94d14e5e31,2016-11,dining_entertainment,35.128,-109.493,318,25
C_ID_94d2dfafec,2016-01,cash_back,42.009,-102.837,654,61
C_ID_94d3a2264e,2017-11,travel,33.955,-90.005,302,91
C_ID_94d4d0f2c4,2016-11,cash_back,31.461,-109.051,731,28
C_ID_94d7728566,2017-06,dining_entertainment,41.608,-116.135,651,19
C_ID_94d931adb7,2017-08,travel,32.349,-88.004,594,57
C_ID_94da5ae46c,2017-12,cash_back,42.357,-115.444,544,41
C_ID_94dafca672,2017-01,travel,38.985,-114.146,560,32
C_ID_94dc2aee7f,2016-10,cash_back,34.571,-81.302,549,42
C_ID_94e773cf61,2017-02,dining_entertainment,42.593,-121.662,840,43
C_ID_94e783b48d,2016-07,travel,46.672,-107.611,444,36
C_ID_94e8c2f711,2016-05,cash_back,38.984,-83.094,455,29
C_ID_94e98bff68,2015-05,cash_back,39.887,-108.788,627,22
C_ID_94e9a8a375,2016-05,cash_back,47.218,-102.616,656,95
C_ID_94ebbf4134,2017-07,cash_back,37.878,-109.463,496,55
C_ID_94edac30a6,2016-11,cash_back,44.447,-99.38,673,19
C_ID_94ef9c81bb,2017-09,cash_back,32.131,-95.617,333,29
C_ID_94f1e35a2b,2016-11,cash_back,36.871,-110.807,587,41
C_ID_94f25bb8fd,2017-04,dining_entertainment,31.779,-93.671,595,26
C_ID_94f43d85e8,2013-08,travel,45.088,-91.376,821,38
C_ID_94f451f0c1,2016-06,travel,38.071,-83.565,363,18
C_ID_94f55eff54,2016-12,travel,39.441,-114.941,772,42
C_ID_94f615a202,2017-04,cash_back,45.442,-68.994,773,64
C_ID_94f7c4b525,2017-10,cash_back,39.056,-85.494,771,66
C_ID_94f86b8f44,2017-07,cash_back,41.756,-108.389,696,31
C_ID_94f8ea92ed,2017-03,cash_back,33.024,-84.91,344,26
C_ID_94ff89b512,2017-12,cash_back,43.374,-89.468,826,80
C_ID_9500bfa2ce,2017-06,travel,34.186,-99.38,496,24
C_ID_9501137677,2017-09,dining_entertainment,37.297,-96.043,426,33
C_ID_950136de4d,2017-02,cash_back,37.286,-107.98,647,37
C_ID_95022e7118,2015-09,dining_entertainment,47.801,-117.645,837,29
C_ID_9505b9fbf8,2016-01,cash_back,37.374,-78.705,355,63
C_ID_95066c8ed7,2017-09,cash_back,30.594,-89.307,381,18
C_ID_9508fea178,2017-07,dining_entertainment,41.857,-115.214,750,89
C_ID_9509f60e76,2016-11,dining_entertainment,36.478,-111.128,336,54
C_ID_950cf84a0d,2017-07,cash_back,40.759,-123.544,619,21
C_ID_950e261645,2016-12,travel,36.488,-109.103,580,20
