,target,text
2779,spam,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk."
2780,ham,Well I might not come then...
2781,ham,Long after I quit. I get on only like 5 minutes a day as it is.
2782,ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.
2783,ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
2784,ham,"Just arrived, see you in a couple days &lt;3"
2785,ham,"K, wat s tht incident?"
2786,ham,Yeah get the unlimited
2787,ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..
2788,ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
2789,ham,Ü got wat to buy tell us then ü no need to come in again.
2790,ham,When you are big..| God will bring success.
2791,spam,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870
2792,ham,"… we r stayin here an extra week, back next wed. How did we do in the rugby this weekend? Hi to and and , c u soon """
2793,ham,Well there's still a bit left if you guys want to tonight
2794,ham,Not from this campus. Are you in the library?
2795,ham,"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow"
2796,ham,How will I creep on you now? ;_;
2797,ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;
2798,ham,If I get there before you after your ten billion calls and texts so help me god
2799,ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
2800,ham,I've told him that i've returned it. That should i re order it.
2801,ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
2802,ham,Depends on where u going lor.
2803,ham,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*
2804,spam,FreeMsg>FAV XMAS TONES!Reply REAL
2805,ham,Lil fever:) now fine:)
2806,ham,I think it's all still in my car
2807,ham,Can a not?
2808,spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 
2809,ham,Yes princess! I want to catch you with my big strong hands...
2810,ham,Oh yeah I forgot. U can only take 2 out shopping at once.
2811,ham,Mm so you asked me not to call radio
2812,ham,Thinkin about someone is all good. No drugs for that
2813,ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
2814,ham,"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
2815,ham,"Alright if you're sure, let me know when you're leaving"
2816,ham,Some are lasting as much as 2 hours. You might get lucky.
2817,ham,Genius what's up. How your brother. Pls send his number to my skype.
2818,spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p"
2819,ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
2820,ham,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*
2821,spam,INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.
2822,ham,Oh god..taken the teeth?is it paining
2823,spam,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing. You are bringing in a real breath of sunshine.
2824,ham,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...
2825,ham,No need to buy lunch for me.. I eat maggi mee..
2826,spam,"Congratulations - Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08712103738 NOW! Only 10p per minute. BT-national-rate"
2827,ham,Ok lor...
2828,ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
2829,ham,Wife.how she knew the time of murder exactly
2830,spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
2831,ham,Howz that persons story
2832,ham,Thanx 4 sending me home...
2833,ham,Its normally hot mail. Com you see!
2834,spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
2835,ham,U sick still can go shopping?
2836,ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter.."
2837,ham,Nice.nice.how is it working?
2838,ham,1's reach home call me.
2839,ham,Were trying to find a Chinese food place around here
2840,ham,"Easy mate, * guess the quick drink was bit ambitious."
2841,ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...
2842,ham,Ok thanx...
2843,ham,aathi..where are you dear..
2844,ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
2845,ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall &amp; send this to ur frndZ &amp; See how many miss calls u get. If u get 6missed U marry ur Lover.
2846,ham,Will be out of class in a few hours. Sorry
2847,ham,Wat time u finish ur lect today?
2848,spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply"
2849,ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
2850,spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call"
2851,ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.
2852,ham,Are you going to wipro interview today?
2853,ham,how tall are you princess?
2854,ham,I doubt you could handle 5 times per night in any case...
2855,ham,Haha... Hope ü can hear the receipt sound... Gd luck!
2856,ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.
2857,ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ..."
2858,ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? 
2859,ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8
2860,ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
2861,ham,I want to be there so i can kiss you and feel you next to me
2862,ham,I am not at all happy with what you saying or doing
2863,spam,Adult 18 Content Your video will be with you shortly
2864,ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? "
2865,ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother
2866,ham,He says hi and to get your ass back to south tampa (preferably at a kegger)
2867,ham,Smith waste da.i wanna gayle.
2868,ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day."
2869,ham,"Aight, tomorrow around  &lt;#&gt;  it is"
2870,ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
2871,spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call."
2872,ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?
2873,ham,See you there! 
2874,ham,I dont understand your message.
2875,ham,Crucify is c not s. You should have told me earlier.
2876,ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it."
2877,ham,Fuck cedar key and fuck her (come over anyway tho)
2878,ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
2879,spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX"
2880,ham,U still painting ur wall?
2881,spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
2882,ham,Printer is cool. I mean groovy. Wine is groovying
2883,ham,Hi Harish's rent has been transfred to ur Acnt.
2884,ham,Anything lor is she coming?
2885,ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.
2886,ham,Ü still attending da talks?
2887,ham,No probs hon! How u doinat the mo?
2888,ham,K I'll take care of it
2889,ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?
2890,ham,My battery is low babe
2891,ham,Shuhui has bought ron's present it's a swatch watch...
2892,ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
2893,ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
2894,ham,K I'll be sure to get up before noon and see what's what
2895,ham,K...k...yesterday i was in cbe .
2896,ham,Went to ganesh dress shop
2897,spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL"
2898,ham,Ü collecting ur laptop then going to configure da settings izzit?
2899,ham,If you r @ home then come down within 5 min
2900,ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?"
2901,ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house
2902,spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
2903,ham,"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it."
2904,ham,Tell me pa. How is pain de.
2905,ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
2906,ham,"Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas."
2907,ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
2908,ham,ALRITE
2909,ham,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.
2910,spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only
2911,ham,How do you guys go to see movies on your side.
2912,ham,"Sorry,in meeting I'll call later"
2913,ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs
2914,ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.
2915,spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
2916,ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
2917,ham,What time should I tell my friend to be around?
2918,ham,Yes. that will be fine. Love you. Be safe.
2919,ham,Thanks chikku..:-) gud nyt:-*
2920,ham,Is xy in ur car when u picking me up?
2921,ham,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx"
2922,ham,"Yo, any way we could pick something up tonight?"
2923,ham,I've not sent it. He can send me.
2924,ham,Fine am simply sitting.
2925,ham,Thts god's gift for birds as humans hav some natural gift frm god..
2926,ham,Are you coming to day for class.
2927,ham,Im done. Just studyn in library
2928,ham,Ok... U enjoy ur shows...
2929,ham,Anything...
2930,ham,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx
2931,ham,Wat's my dear doing? Sleeping ah?
2932,ham,Hi' Test on  &lt;#&gt; rd ....
2933,ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
2934,ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night
2935,ham,Yup n her fren lor. I'm meeting my fren at 730.
2936,ham,"Yeah, we got one lined up for us"
2937,ham,"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*"
2938,ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.
2939,ham,Hey i've booked the pilates and yoga lesson already... Haha
2940,ham,Are you ok. What happen to behave like this
2941,spam,You have 1 new message. Please call 08712400200.
2942,ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.
2943,ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. "
2944,ham,No message..no responce..what happend?
2945,spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.
2946,ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
2947,ham,make that 3! 4 fucks sake?! x
2948,ham,Leave it. U will always be ignorant.
2949,ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
2950,ham,at bruce b downs &amp; fletcher now
2951,ham,Where are you ? You said you would be here when I woke ... :-(
2952,ham,Hey now am free you can call me.
2953,ham,Tell me whos this pls:-)
2954,spam,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011"
2955,ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing."
2956,ham,Id have to check but there's only like 1 bowls worth left
2957,ham,Yes there were many sweets
2958,ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.
2959,spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
2960,ham,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?
2961,ham,Sir send to group mail check it.
2962,ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
2963,ham,NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT
2964,ham,You dont know you jabo me abi.
2965,spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?"
2966,ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..
2967,ham,"Are you being good, baby? :)"
2968,ham,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;
2969,ham,"Mostly sports type..lyk footbl,crckt.."
2970,ham,Ma head dey swell oh. Thanks for making my day
2971,ham,U should make a fb list
2972,ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
2973,ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!
2974,ham,Happy New Year Princess!
2975,ham,"I'll text carlos and let you know, hang on"
2976,ham,"Don't worry, * is easy once have ingredients!"
2977,ham,I love u 2 my little pocy bell I am sorry but I love u
2978,ham,"Ok omw now, you at castor?"
2979,ham,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?
2980,spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2"
2981,ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
2982,ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
2983,ham,"Tonight? Yeah, I'd be down for that"
2984,ham,What should i eat fo lunch senor
2985,ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! "
2986,ham,No break time one... How... I come out n get my stuff fr ü?
2987,spam,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service
2988,ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
2989,ham,Do you still have the grinder?
2990,spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
2991,ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
2992,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
2993,ham,K.i did't see you.:)k:)where are you now?
2994,ham,So i'm doing a list of buyers.
2995,ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
2996,ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?
2997,ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.
2998,ham,Don know..he is watching film in computer..
2999,ham,No b4 Thursday
3000,ham,"Oh, then your phone phoned me but it disconnected"
3001,ham,Id onluy matters when getting on from offcampus
3002,spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
3003,ham,"Excellent, I'll see what riley's plans are"
3004,ham,I will see in half an hour
3005,spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
3006,ham,Ew are you one of them?
3007,ham,Also hi wesley how've you been
3008,ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
3009,spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
3010,spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
3011,ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
3012,ham,"Hm good morning, headache anyone? :-)"
3013,ham,Yeah no probs - last night is obviously catching up with you... Speak soon 
3014,spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free
3015,ham,I might go 2 sch. Yar at e salon now v boring.
3016,ham, &lt;#&gt;  mins but i had to stop somewhere first.
3017,ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj"
3018,ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -
3019,ham,I didn't get the second half of that message
3020,ham,Wat time do u wan 2 meet me later?
3021,ham,I thank you so much for all you do with selflessness. I love you plenty.
3022,ham,Am in film ill call you later.
3023,ham,How dare you change my ring
3024,ham,You are a very very very very bad girl. Or lady.
3025,ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
3026,ham,"What part of ""don't initiate"" don't you understand"
3027,ham,I finished my lunch already. U wake up already?
3028,ham,You still at the game?
3029,ham,You have got tallent but you are wasting.
3030,ham,What is your record for one night? :)
3031,ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend."
3032,ham, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. 
3033,ham,Jokin only lar... :-) depends on which phone my father can get lor...
3034,ham,"Aight, lemme know what's up"
3035,ham,Get ready for  &lt;#&gt;  inches of pleasure...
3036,ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
3037,ham,;-) ok. I feel like john lennon.
3038,ham,Cos darren say ü considering mah so i ask ü...
3039,ham,You are not bothering me but you have to trust my answers. Pls.
3040,ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
3041,ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..
3042,ham,Aight what time you want me to come up?
3043,ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
3044,ham,Your bill at 3 is £33.65 so thats not bad!
3045,ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
3046,ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?"
3047,ham,So how's the weather over there?
3048,ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! "
3049,ham,Die... Now i have e toot fringe again...
3050,ham,Lol they don't know about my awesome phone. I could click delete right now if I want.
3051,ham,Ok
3052,ham,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite"
3053,ham,Please leave this topic..sorry for telling that..
3054,ham,Pls send me the correct name da.
3055,ham,What happened to our yo date?
3056,spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+
3057,ham,Webpage s not available!
3058,ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/
3059,spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
3060,ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details"
3061,ham,K..k...from tomorrow onwards started ah?
3062,ham,What u talking bout early morning? It's almost noon where your at!
3063,ham,Fine. Do you remember me.
3064,spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603"
3065,ham,Ok. How many should i buy.
3066,ham,"Sounds good, keep me posted"
3067,spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.
3068,ham,Ok. So april. Cant wait
3069,ham,Boy you best get yo ass out here quick
3070,ham,Ay wana meet on sat?ü wkg on sat?
3071,ham,I'm now but have to wait till 2 for the bus to pick me.
3072,ham,Apart from the one i told you about yesterday?
3073,ham,Ok lor... But buy wat?
3074,ham,Somebody should go to andros and steal ice
3075,ham,Don know. I did't msg him recently.
3076,ham,Take us out shopping and Mark will distract Isaiah.=D
3077,ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola"
3078,ham,There is no sense in my foot and penis.
3079,ham,Okay but i thought you were the expert
3080,ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
3081,ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.
3082,ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
3083,ham,"And very importantly, all we discuss is between u and i only."
3084,ham,K..k:)how about your training process?
3085,ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
3086,ham,In da car park 
3087,ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...
3088,ham,So i asked how's anthony. Dad. And your bf
3089,ham,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-)."
3090,ham,What Today-sunday..sunday is holiday..so no work..
3091,ham,Am going to take bath ill place the key in window:-)
3092,spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts
3093,ham,"Dear, take care. I am just reaching home.love u a lot."
3094,ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
3095,ham,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...
3096,ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
3097,ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
3098,ham,"Yo, you at jp and hungry like a mofo?"
3099,ham,This is all just creepy and crazy to me.
3100,ham,Ok... I din get ur msg...
3101,ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
3102,ham,Pathaya enketa maraikara pa'
3103,ham,Even if he my friend he is a priest call him now
3104,ham,"U so lousy, run already come back then half dead... Hee..."
3105,ham,That's y i said it's bad dat all e gals know u... Wat u doing now?
3106,ham,Or remind me in a few hrs.
3107,ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
3108,ham,Hi. Happy New Year. I dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is. Thanks
3109,ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
3110,ham,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
3111,spam,Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
3112,ham,"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng..."
3113,ham,Just haven't decided where yet eh ?
3114,ham,"Wat time liao, where still got."
3115,ham,Yes watching footie but worried we're going to blow it - Phil Neville?
3116,ham,I wait 4 ü inside da car park...
3117,ham,Uncle Abbey! Happy New Year. Abiola
3118,ham,Now am free call me pa.
3119,ham,R u saying i should re order the slippers cos i had to pay for returning it.
3120,ham,Stop knowing me so well!
3121,ham,Good evening! this is roger. How are you?
3122,ham,Small problem in auction:)punj now asking tiwary
3123,spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
3124,ham,He telling not to tell any one. If so treat for me hi hi hi
3125,ham,My uncles in Atlanta. Wish you guys a great semester.
